"Smarter Balanced Growth Report, Trend",,,,,,,,,,,,,,,,,,,,,,,
"All Districts, ELA and Math, All Grades Combined, Gender",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Number ofMatched Students,,,,,,Growth Rate,,,,,,Average Percentageof Target Achieved,,,,,
,,,,,,School Year,,,,,,School Year,,,,,,School Year,,,,,
District Code,District,School Code,School,Subject,Gender,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23
0950011,New London School District,0950611,Harbor Elementary School,ELA,Female,*,*,*,*,30,33,*,*,*,*,33.30%,36.40%,*,*,*,*,53.80%,57.60%
0950011,New London School District,0950611,Harbor Elementary School,Math,Male,*,*,*,*,31,31,*,*,*,*,32.30%,22.60%,*,*,*,*,56.90%,49.90%
0950011,New London School District,0950611,Harbor Elementary School,Math,Female,*,*,*,*,30,33,*,*,*,*,16.70%,33.30%,*,*,*,*,49.50%,55.70%
0950011,New London School District,0950911,Nathan Hale Arts Magnet School,ELA,Male,77,76,79,70,67,64,40.30%,13.20%,36.70%,51.40%,23.90%,18.80%,63.30%,42.10%,58.60%,68.60%,51.20%,42.60%
0950011,New London School District,0950911,Nathan Hale Arts Magnet School,ELA,Female,95,93,104,106,70,71,34.70%,20.40%,31.70%,34.90%,25.70%,28.20%,61.10%,47.00%,58.30%,62.70%,55.20%,56.20%
0950011,New London School District,0950911,Nathan Hale Arts Magnet School,Math,Male,77,76,79,70,63,64,24.70%,18.40%,46.80%,41.40%,25.40%,21.90%,50.50%,44.30%,66.80%,61.80%,45.70%,44.80%
0950011,New London School District,0950911,Nathan Hale Arts Magnet School,Math,Female,95,93,102,105,70,71,18.90%,17.20%,23.50%,45.70%,31.40%,31.00%,42.20%,43.00%,44.80%,68.40%,49.30%,59.10%
0950011,New London School District,0951411,New London Visual and Performing Arts Magnet School,ELA,Male,*,47,67,69,31,33,*,12.80%,31.30%,26.10%,25.80%,30.30%,*,29.20%,51.50%,44.70%,43.10%,54.20%
0950011,New London School District,0951411,New London Visual and Performing Arts Magnet School,ELA,Female,*,46,81,89,47,63,*,13.00%,40.70%,29.20%,23.40%,25.40%,*,31.10%,62.10%,48.30%,38.50%,45.30%
0950011,New London School District,0951411,New London Visual and Performing Arts Magnet School,Math,Male,*,46,66,69,33,33,*,13.00%,30.30%,27.50%,36.40%,30.30%,*,36.20%,48.60%,40.40%,50.70%,47.00%
0950011,New London School District,0951411,New London Visual and Performing Arts Magnet School,Math,Female,*,46,81,88,45,62,*,19.60%,32.10%,23.90%,31.10%,38.70%,*,31.40%,51.20%,38.70%,47.80%,52.10%
0950011,New London School District,0951211,Science and Technology Magnet Pathway for Middle Grades,ELA,Male,*,*,*,*,50,58,*,*,*,*,16.00%,20.70%,*,*,*,*,27.30%,47.40%
0950011,New London School District,0951211,Science and Technology Magnet Pathway for Middle Grades,ELA,Female,*,*,*,*,35,40,*,*,*,*,28.60%,32.50%,*,*,*,*,48.80%,50.70%
0950011,New London School District,0951211,Science and Technology Magnet Pathway for Middle Grades,Math,Male,*,*,*,*,44,58,*,*,*,*,13.60%,22.40%,*,*,*,*,21.00%,31.10%
0950011,New London School District,0951211,Science and Technology Magnet Pathway for Middle Grades,Math,Female,*,*,*,*,30,40,*,*,*,*,26.70%,27.50%,*,*,*,*,48.00%,42.70%
0950011,New London School District,0951311,Science and Technology Magnet School of Southeastern Connecticut,ELA,Male,*,87,112,119,*,*,*,17.20%,33.90%,21.80%,*,*,*,33.00%,55.20%,38.70%,*,*
0950011,New London School District,0951311,Science and Technology Magnet School of Southeastern Connecticut,ELA,Female,*,69,74,79,*,*,*,20.30%,35.10%,32.90%,*,*,*,39.40%,55.10%,51.50%,*,*
0950011,New London School District,0951311,Science and Technology Magnet School of Southeastern Connecticut,Math,Male,*,88,111,119,*,*,*,19.30%,26.10%,22.70%,*,*,*,36.00%,40.70%,36.80%,*,*
0950011,New London School District,0951311,Science and Technology Magnet School of Southeastern Connecticut,Math,Female,*,69,74,79,*,*,*,29.00%,35.10%,22.80%,*,*,*,42.80%,52.90%,38.80%,*,*
0950011,New London School District,0950811,Winthrop STEM Elementary Magnet School,ELA,Male,84,100,93,94,70,62,40.50%,41.00%,21.50%,45.70%,31.40%,24.20%,64.80%,67.60%,44.00%,74.40%,54.90%,53.00%
0950011,New London School District,0950811,Winthrop STEM Elementary Magnet School,ELA,Female,63,81,79,62,65,65,47.60%,48.10%,24.10%,41.90%,23.10%,32.30%,74.80%,70.00%,47.80%,70.60%,56.80%,58.00%
0950011,New London School District,0950811,Winthrop STEM Elementary Magnet School,Math,Male,84,100,93,93,69,62,39.30%,46.00%,41.90%,47.30%,49.30%,46.80%,64.70%,73.10%,65.00%,71.10%,72.90%,72.60%
0950011,New London School District,0950811,Winthrop STEM Elementary Magnet School,Math,Female,64,81,79,62,63,65,46.90%,38.30%,32.90%,43.50%,36.50%,47.70%,72.60%,69.40%,62.20%,71.90%,73.70%,75.30%
0960011,New Milford School District,0960911,Sarah Noble Intermediate School,ELA,Male,321,315,280,255,229,224,34.60%,37.50%,49.60%,34.10%,38.90%,39.70%,57.20%,61.30%,74.50%,55.60%,69.30%,64.80%
0960011,New Milford School District,0960911,Sarah Noble Intermediate School,ELA,Female,267,273,278,267,227,236,44.20%,41.80%,54.70%,44.20%,50.70%,35.60%,69.60%,63.40%,79.90%,65.50%,74.10%,64.30%
0960011,New Milford School District,0960911,Sarah Noble Intermediate School,Math,Male,321,313,281,252,228,221,54.50%,47.00%,44.10%,50.40%,53.50%,30.80%,80.60%,72.40%,68.60%,73.80%,76.50%,59.30%
0960011,New Milford School District,0960911,Sarah Noble Intermediate School,Math,Female,265,271,277,264,225,234,50.90%,44.60%,44.00%,47.70%,46.70%,29.90%,75.70%,68.80%,67.60%,75.60%,74.20%,57.30%
0960011,New Milford School District,0965211,Schaghticoke Middle School,ELA,Male,478,482,507,491,360,369,40.20%,32.80%,38.90%,32.60%,28.10%,25.20%,58.60%,48.20%,57.10%,48.50%,45.50%,41.40%
0960011,New Milford School District,0965211,Schaghticoke Middle School,ELA,Female,401,425,420,421,361,379,42.40%,31.10%,43.80%,37.80%,29.60%,24.30%,61.40%,47.60%,61.70%,55.70%,46.80%,44.50%
0960011,New Milford School District,0965211,Schaghticoke Middle School,Math,Male,466,471,503,489,355,362,38.80%,35.00%,43.50%,37.20%,40.80%,32.90%,55.00%,50.80%,59.60%,55.80%,57.90%,49.40%
0960011,New Milford School District,0965211,Schaghticoke Middle School,Math,Female,386,412,415,419,354,374,37.60%,34.70%,37.60%,38.90%,34.50%,31.00%,55.60%,50.90%,56.00%,58.90%,52.10%,50.20%
0940011,Newington School District,0940611,Anna Reynolds School,ELA,Male,39,48,55,37,27,39,61.50%,22.90%,30.90%,51.40%,44.40%,38.50%,82.60%,49.10%,57.60%,74.20%,72.40%,64.50%
0940011,Newington School District,0940611,Anna Reynolds School,ELA,Female,46,51,42,36,37,41,69.60%,29.40%,40.50%,55.60%,40.50%,34.10%,92.10%,56.20%,62.20%,75.90%,69.60%,61.80%
0940011,Newington School District,0940611,Anna Reynolds School,Math,Male,39,48,55,37,27,39,43.60%,39.60%,41.80%,64.90%,77.80%,64.10%,71.80%,66.40%,80.50%,95.60%,100.00%,87.90%
0940011,Newington School District,0940611,Anna Reynolds School,Math,Female,46,51,42,36,37,41,65.20%,29.40%,59.50%,63.90%,64.90%,46.30%,90.10%,62.20%,89.70%,88.20%,92.40%,80.70%
0940011,Newington School District,0940211,Elizabeth Green School,ELA,Male,25,28,30,22,33,31,48.00%,42.90%,43.30%,18.20%,45.50%,41.90%,66.80%,60.50%,76.50%,47.10%,70.80%,61.00%
0940011,Newington School District,0940211,Elizabeth Green School,ELA,Female,34,28,24,39,19,24,38.20%,35.70%,70.80%,41.00%,*,33.30%,69.50%,56.80%,89.20%,68.40%,*,55.80%
0940011,Newington School District,0940211,Elizabeth Green School,Math,Male,25,28,30,22,33,31,24.00%,53.60%,63.30%,54.50%,45.50%,22.60%,58.80%,85.70%,92.80%,79.50%,77.20%,52.30%
0940011,Newington School District,0940211,Elizabeth Green School,Math,Female,34,28,24,39,19,24,44.10%,35.70%,70.80%,41.00%,*,33.30%,71.70%,77.40%,92.00%,76.20%,*,61.60%
0940011,Newington School District,0940811,John Paterson School,ELA,Male,36,38,41,42,40,44,41.70%,28.90%,41.50%,42.90%,35.00%,45.50%,60.10%,51.80%,79.60%,72.10%,63.10%,69.60%
0940011,Newington School District,0940811,John Paterson School,ELA,Female,41,36,46,36,21,44,26.80%,19.40%,43.50%,25.00%,47.60%,40.90%,54.90%,50.90%,73.20%,50.10%,73.20%,65.20%
0940011,Newington School District,0940811,John Paterson School,Math,Male,36,38,41,42,39,44,36.10%,42.10%,48.80%,40.50%,48.70%,50.00%,68.10%,71.70%,74.60%,72.30%,71.10%,78.40%
0940011,Newington School District,0940811,John Paterson School,Math,Female,41,36,46,36,21,44,36.60%,27.80%,41.30%,41.70%,28.60%,50.00%,67.20%,59.10%,74.30%,65.80%,59.90%,77.80%
0940011,Newington School District,0945311,John Wallace Middle School,ELA,Male,344,370,331,318,270,280,36.90%,27.80%,50.50%,27.70%,37.00%,35.00%,55.90%,43.10%,72.60%,46.30%,55.40%,52.20%
0940011,Newington School District,0945311,John Wallace Middle School,ELA,Female,290,291,319,325,293,280,43.80%,27.80%,53.30%,35.40%,40.30%,30.70%,66.00%,43.80%,73.50%,51.70%,59.20%,46.20%
0940011,Newington School District,0945311,John Wallace Middle School,Math,Male,343,370,329,317,269,274,37.90%,39.70%,39.20%,37.90%,46.10%,35.00%,52.20%,58.30%,58.10%,57.30%,65.30%,51.00%
0940011,Newington School District,0945311,John Wallace Middle School,Math,Female,290,288,317,326,289,276,41.00%,35.40%,41.30%,39.90%,37.00%,35.90%,60.40%,55.10%,61.30%,59.20%,56.60%,56.50%
0940011,Newington School District,0945111,Martin Kellogg Middle School,ELA,Male,303,284,294,300,259,246,28.70%,33.80%,37.40%,30.30%,39.40%,28.00%,47.50%,52.50%,57.10%,49.00%,60.30%,47.10%
0940011,Newington School District,0945111,Martin Kellogg Middle School,ELA,Female,288,294,303,313,290,281,33.30%,33.30%,42.20%,41.20%,37.60%,33.80%,53.60%,51.20%,62.90%,59.00%,58.50%,50.90%
0940011,Newington School District,0945111,Martin Kellogg Middle School,Math,Male,305,285,295,299,256,244,34.80%,45.60%,42.00%,42.10%,52.70%,39.80%,50.80%,61.80%,58.50%,61.20%,71.50%,57.10%
0940011,Newington School District,0945111,Martin Kellogg Middle School,Math,Female,289,291,300,312,282,275,36.70%,41.20%,44.00%,47.80%,55.00%,41.10%,54.00%,59.20%,64.60%,66.10%,73.10%,60.90%
0940011,Newington School District,0940711,Ruth Chaffee School,ELA,Male,35,32,25,37,25,30,20.00%,18.80%,24.00%,37.80%,48.00%,43.30%,46.20%,50.20%,59.40%,59.20%,73.30%,68.10%
0940011,Newington School District,0940711,Ruth Chaffee School,ELA,Female,36,46,34,30,31,33,44.40%,30.40%,41.20%,26.70%,38.70%,33.30%,74.90%,48.60%,60.00%,52.30%,71.80%,72.50%
0940011,Newington School District,0940711,Ruth Chaffee School,Math,Male,35,32,25,37,24,30,5.70%,25.00%,32.00%,37.80%,54.20%,53.30%,26.10%,60.90%,67.70%,59.70%,85.70%,76.90%
0940011,Newington School District,0940711,Ruth Chaffee School,Math,Female,35,46,34,30,31,33,37.10%,19.60%,29.40%,33.30%,35.50%,54.50%,59.60%,51.30%,65.60%,61.10%,75.90%,78.20%
0970011,Newtown School District,0970111,Hawley Elementary School,ELA,Male,34,30,30,31,26,30,44.10%,46.70%,33.30%,51.60%,26.90%,53.30%,81.90%,63.30%,63.80%,62.60%,46.30%,77.20%
0970011,Newtown School District,0970111,Hawley Elementary School,ELA,Female,35,31,31,28,33,31,62.90%,48.40%,35.50%,46.40%,48.50%,48.40%,86.50%,75.50%,48.90%,64.50%,61.30%,69.90%
0970011,Newtown School District,0970111,Hawley Elementary School,Math,Male,34,30,30,31,25,30,61.80%,53.30%,43.30%,51.60%,80.00%,50.00%,86.00%,72.80%,75.50%,77.00%,98.50%,82.00%
0970011,Newtown School District,0970111,Hawley Elementary School,Math,Female,35,31,31,28,33,31,57.10%,32.30%,29.00%,57.10%,51.50%,38.70%,87.60%,51.00%,62.90%,78.10%,79.20%,74.60%
0970011,Newtown School District,0970411,Head O'Meadow Elementary School,ELA,Male,39,38,22,24,30,41,69.20%,39.50%,50.00%,45.80%,56.70%,51.20%,85.80%,56.80%,73.50%,74.20%,79.30%,70.60%
0970011,Newtown School District,0970411,Head O'Meadow Elementary School,ELA,Female,32,36,28,26,27,32,62.50%,36.10%,60.70%,65.40%,74.10%,40.60%,78.70%,59.90%,77.60%,85.20%,87.20%,73.70%
0970011,Newtown School District,0970411,Head O'Meadow Elementary School,Math,Male,39,38,22,24,30,41,71.80%,55.30%,68.20%,54.20%,76.70%,70.70%,98.00%,72.00%,95.50%,72.80%,93.30%,91.80%
0970011,Newtown School District,0970411,Head O'Meadow Elementary School,Math,Female,32,36,28,26,27,32,65.60%,30.60%,46.40%,38.50%,66.70%,71.90%,91.70%,59.40%,80.10%,70.80%,92.70%,97.40%
0970011,Newtown School District,0970311,Middle Gate Elementary School,ELA,Male,39,39,30,41,32,42,38.50%,38.50%,50.00%,43.90%,59.40%,61.90%,60.30%,60.10%,70.80%,69.30%,83.50%,74.10%
0970011,Newtown School District,0970311,Middle Gate Elementary School,ELA,Female,39,37,32,38,36,27,35.90%,32.40%,46.90%,34.20%,44.40%,48.10%,66.80%,56.70%,65.50%,53.60%,74.10%,74.60%
0970011,Newtown School District,0970311,Middle Gate Elementary School,Math,Male,39,39,30,41,32,42,33.30%,48.70%,43.30%,39.00%,62.50%,38.10%,58.80%,71.30%,70.50%,68.60%,81.60%,61.10%
0970011,Newtown School District,0970311,Middle Gate Elementary School,Math,Female,39,37,32,38,36,27,30.80%,43.20%,31.30%,28.90%,25.00%,33.30%,62.50%,66.10%,52.20%,51.40%,61.70%,54.70%
0970011,Newtown School District,0975111,Newtown Middle School,ELA,Male,405,381,339,321,267,302,42.00%,30.40%,42.50%,43.90%,49.40%,32.80%,57.00%,47.40%,62.20%,64.00%,67.30%,49.70%
0970011,Newtown School District,0975111,Newtown Middle School,ELA,Female,361,332,326,325,269,270,47.90%,37.00%,55.50%,49.80%,51.70%,41.90%,63.10%,48.50%,70.90%,66.30%,68.90%,55.90%
0970011,Newtown School District,0975111,Newtown Middle School,Math,Male,404,381,338,321,268,301,52.50%,48.80%,47.60%,59.20%,53.70%,39.90%,68.10%,62.10%,61.60%,72.90%,69.60%,54.30%
0970011,Newtown School District,0975111,Newtown Middle School,Math,Female,359,331,326,325,268,270,54.00%,47.40%,49.40%,49.50%,54.50%,42.20%,69.80%,62.80%,65.20%,65.40%,68.50%,54.80%
0970011,Newtown School District,0970711,Reaching Independence through Structured Education,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0970011,Newtown School District,0970711,Reaching Independence through Structured Education,ELA,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0970011,Newtown School District,0970711,Reaching Independence through Structured Education,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0970011,Newtown School District,0970711,Reaching Independence through Structured Education,Math,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0970011,Newtown School District,0970511,Reed Intermediate School,ELA,Male,325,312,302,280,265,256,43.70%,36.20%,41.70%,42.10%,40.00%,38.70%,61.70%,57.00%,62.60%,63.50%,55.50%,58.00%
0970011,Newtown School District,0970511,Reed Intermediate School,ELA,Female,328,305,307,311,276,298,45.70%,41.00%,41.40%,48.90%,46.40%,37.20%,65.50%,58.70%,62.40%,68.40%,64.40%,54.80%
0970011,Newtown School District,0970511,Reed Intermediate School,Math,Male,325,311,302,280,264,256,68.90%,55.00%,43.70%,51.10%,53.40%,46.90%,88.50%,75.00%,62.50%,67.40%,75.50%,66.30%
0970011,Newtown School District,0970511,Reed Intermediate School,Math,Female,329,304,307,310,276,298,70.50%,48.70%,46.90%,52.60%,56.90%,47.70%,88.60%,71.90%,65.00%,73.40%,77.70%,70.50%
0970011,Newtown School District,0970211,Sandy Hook Elementary School,ELA,Male,34,29,38,37,37,31,38.20%,41.40%,36.80%,40.50%,32.40%,58.10%,68.40%,63.00%,64.90%,57.50%,66.40%,75.50%
0970011,Newtown School District,0970211,Sandy Hook Elementary School,ELA,Female,32,37,46,37,37,42,59.40%,51.40%,50.00%,43.20%,45.90%,42.90%,77.50%,67.90%,74.60%,62.50%,59.60%,67.70%
0970011,Newtown School District,0970211,Sandy Hook Elementary School,Math,Male,34,29,38,37,36,31,47.10%,44.80%,52.60%,54.10%,63.90%,61.30%,72.00%,65.40%,69.20%,71.40%,84.70%,84.80%
0970011,Newtown School District,0970211,Sandy Hook Elementary School,Math,Female,33,37,46,37,37,42,39.40%,40.50%,41.30%,43.20%,37.80%,40.50%,71.30%,66.60%,66.80%,71.80%,73.40%,67.80%
0980011,Norfolk School District,0980111,Botelle Elementary School,ELA,Male,20,23,21,19,16,19,40.00%,43.50%,38.10%,*,*,*,61.80%,64.40%,61.70%,*,*,*
0980011,Norfolk School District,0980111,Botelle Elementary School,ELA,Female,24,15,18,17,14,11,50.00%,*,*,*,*,*,69.20%,*,*,*,*,*
0980011,Norfolk School District,0980111,Botelle Elementary School,Math,Male,20,23,21,19,16,17,55.00%,52.20%,33.30%,*,*,*,75.40%,69.50%,53.70%,*,*,*
0980011,Norfolk School District,0980111,Botelle Elementary School,Math,Female,24,15,18,17,13,11,45.80%,*,*,*,*,*,65.20%,*,*,*,*,*
0990011,North Branford School District,0995111,North Branford Intermediate School,ELA,Male,198,193,192,211,205,184,39.90%,34.70%,29.20%,28.00%,35.10%,29.30%,62.50%,50.60%,43.00%,45.10%,54.40%,47.00%
0990011,North Branford School District,0995111,North Branford Intermediate School,ELA,Female,240,219,210,183,165,183,47.50%,29.70%,42.40%,30.60%,36.40%,36.10%,65.40%,45.70%,60.30%,47.30%,54.30%,52.70%
0990011,North Branford School District,0995111,North Branford Intermediate School,Math,Male,198,192,192,211,205,184,37.90%,30.70%,35.40%,39.30%,46.80%,40.80%,56.20%,47.30%,48.20%,55.10%,64.20%,55.60%
0990011,North Branford School District,0995111,North Branford Intermediate School,Math,Female,240,219,210,182,164,183,45.40%,35.60%,36.70%,42.90%,46.30%,45.40%,63.20%,56.10%,54.60%,63.50%,64.40%,60.60%
0990011,North Branford School District,0990611,Totoket Valley Elementary School,ELA,Male,145,127,142,152,105,105,38.60%,23.60%,36.60%,31.60%,51.40%,38.10%,63.10%,47.80%,61.60%,57.60%,75.80%,63.80%
0990011,North Branford School District,0990611,Totoket Valley Elementary School,ELA,Female,120,108,99,119,118,103,46.70%,35.20%,36.40%,33.60%,55.10%,41.70%,67.80%,54.00%,60.60%,60.60%,81.10%,66.00%
0990011,North Branford School District,0990611,Totoket Valley Elementary School,Math,Male,145,127,142,152,105,105,50.30%,49.60%,45.80%,40.80%,75.20%,53.30%,76.20%,73.70%,66.80%,65.70%,97.10%,80.50%
0990011,North Branford School District,0990611,Totoket Valley Elementary School,Math,Female,120,107,99,119,118,103,52.50%,45.80%,47.50%,47.10%,66.90%,51.50%,76.40%,74.20%,74.20%,73.00%,91.40%,74.70%
1000011,North Canaan School District,1000111,North Canaan Elementary School,ELA,Male,56,66,67,55,60,59,53.60%,25.80%,41.80%,40.00%,40.00%,57.60%,72.40%,47.30%,68.10%,62.70%,59.60%,75.80%
1000011,North Canaan School District,1000111,North Canaan Elementary School,ELA,Female,54,63,71,65,65,62,63.00%,47.60%,47.90%,52.30%,53.80%,46.80%,82.60%,64.00%,70.80%,70.70%,76.40%,63.00%
1000011,North Canaan School District,1000111,North Canaan Elementary School,Math,Male,56,66,67,55,60,59,46.40%,31.80%,22.40%,29.10%,33.30%,57.60%,71.10%,46.00%,46.00%,53.70%,59.50%,74.20%
1000011,North Canaan School District,1000111,North Canaan Elementary School,Math,Female,54,63,71,65,64,62,53.70%,38.10%,45.10%,50.80%,50.00%,46.80%,77.00%,58.00%,62.70%,73.70%,77.70%,70.50%
1010011,North Haven School District,1010811,Clintonville Elementary School,ELA,Male,60,65,67,54,69,72,50.00%,29.20%,40.30%,48.10%,44.90%,47.20%,73.80%,53.80%,63.00%,67.10%,72.00%,73.90%
1010011,North Haven School District,1010811,Clintonville Elementary School,ELA,Female,39,49,51,40,57,57,51.30%,38.80%,41.20%,42.50%,64.90%,54.40%,83.90%,62.50%,67.90%,69.30%,86.10%,74.70%
1010011,North Haven School District,1010811,Clintonville Elementary School,Math,Male,60,65,67,54,68,72,51.70%,33.80%,47.80%,77.80%,67.60%,73.60%,82.00%,61.40%,68.70%,93.40%,86.50%,89.90%
1010011,North Haven School District,1010811,Clintonville Elementary School,Math,Female,39,49,51,40,57,57,64.10%,36.70%,51.00%,62.50%,71.90%,66.70%,92.70%,70.50%,75.70%,86.90%,92.60%,92.20%
1010011,North Haven School District,1010711,Green Acres Elementary School,ELA,Male,50,49,50,51,48,45,60.00%,42.90%,38.00%,39.20%,47.90%,51.10%,82.00%,66.80%,70.00%,64.10%,75.20%,76.10%
1010011,North Haven School District,1010711,Green Acres Elementary School,ELA,Female,49,48,51,56,78,74,61.20%,58.30%,52.90%,46.40%,59.00%,50.00%,87.00%,75.20%,73.70%,68.60%,83.00%,71.40%
1010011,North Haven School District,1010711,Green Acres Elementary School,Math,Male,51,49,50,51,48,45,70.60%,63.30%,50.00%,45.10%,58.30%,42.20%,95.70%,86.90%,73.10%,66.00%,75.00%,69.50%
1010011,North Haven School District,1010711,Green Acres Elementary School,Math,Female,49,48,51,56,78,74,53.10%,58.30%,70.60%,60.70%,60.30%,62.20%,79.80%,83.30%,90.50%,83.90%,82.20%,81.00%
1010011,North Haven School District,1010211,Montowese Elementary School,ELA,Male,54,54,49,37,55,52,57.40%,16.70%,42.90%,29.70%,40.00%,50.00%,79.40%,44.00%,70.90%,51.20%,61.80%,65.90%
1010011,North Haven School District,1010211,Montowese Elementary School,ELA,Female,46,58,66,51,49,46,56.50%,29.30%,51.50%,41.20%,36.70%,56.50%,85.30%,49.40%,76.00%,61.60%,62.70%,79.50%
1010011,North Haven School District,1010211,Montowese Elementary School,Math,Male,54,54,49,37,55,52,51.90%,31.50%,51.00%,37.80%,63.60%,61.50%,79.50%,62.70%,73.60%,61.00%,85.20%,87.90%
1010011,North Haven School District,1010211,Montowese Elementary School,Math,Female,46,58,66,51,49,46,56.50%,25.90%,57.60%,47.10%,49.00%,71.70%,87.30%,60.80%,78.60%,69.20%,73.50%,93.60%
1010011,North Haven School District,1015211,North Haven Middle School,ELA,Male,358,353,380,360,330,328,65.90%,36.50%,36.60%,45.00%,34.20%,34.10%,84.60%,53.60%,54.90%,62.70%,49.90%,50.70%
1010011,North Haven School District,1015211,North Haven Middle School,ELA,Female,348,341,325,336,319,357,75.90%,37.80%,44.00%,48.20%,43.60%,42.90%,93.70%,55.70%,58.80%,63.60%,61.00%,58.80%
1010011,North Haven School District,1015211,North Haven Middle School,Math,Male,359,349,377,358,330,328,71.00%,45.30%,46.90%,52.50%,46.10%,40.50%,89.20%,62.40%,63.30%,67.80%,61.70%,57.60%
1010011,North Haven School District,1015211,North Haven Middle School,Math,Female,348,340,323,335,312,357,80.50%,47.40%,50.50%,50.40%,44.20%,37.50%,96.40%,65.70%,69.10%,65.50%,63.00%,53.70%
1010011,North Haven School District,1010311,Ridge Road Elementary School,ELA,Male,64,64,65,69,52,60,75.00%,39.10%,52.30%,50.70%,61.50%,36.70%,95.80%,54.40%,70.60%,67.40%,79.80%,61.90%
