"Smarter Balanced Growth Report, Trend",,,,,,,,,,,,,,,,,,,,,,,
"All Districts, ELA and Math, All Grades Combined, Gender",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Number ofMatched Students,,,,,,Growth Rate,,,,,,Average Percentageof Target Achieved,,,,,
,,,,,,School Year,,,,,,School Year,,,,,,School Year,,,,,
District Code,District,School Code,School,Subject,Gender,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23
2180012,Regional School District 18,2180212,Mile Creek School,ELA,Female,51,45,48,43,49,43,64.70%,66.70%,60.40%,55.80%,55.10%,55.80%,79.00%,81.20%,77.30%,78.80%,69.30%,72.90%
2180012,Regional School District 18,2180212,Mile Creek School,Math,Male,50,39,39,41,48,51,62.00%,76.90%,74.40%,53.70%,45.80%,41.20%,80.00%,86.80%,88.10%,68.00%,68.10%,65.30%
2180012,Regional School District 18,2180212,Mile Creek School,Math,Female,51,45,46,43,49,43,47.10%,57.80%,63.00%,72.10%,40.80%,41.90%,65.20%,81.60%,79.90%,91.80%,58.90%,70.50%
1180011,Ridgefield School District,1180811,Barlow Mountain Elementary School,ELA,Male,46,39,43,53,61,53,69.60%,43.60%,27.90%,52.80%,45.90%,43.40%,87.70%,64.70%,53.70%,75.80%,71.00%,61.60%
1180011,Ridgefield School District,1180811,Barlow Mountain Elementary School,ELA,Female,41,41,50,52,41,54,80.50%,63.40%,68.00%,71.20%,63.40%,50.00%,95.80%,84.20%,80.60%,82.90%,84.60%,63.10%
1180011,Ridgefield School District,1180811,Barlow Mountain Elementary School,Math,Male,45,38,43,53,61,53,53.30%,52.60%,34.90%,50.90%,49.20%,41.50%,75.70%,73.60%,56.90%,73.30%,69.40%,68.30%
1180011,Ridgefield School District,1180811,Barlow Mountain Elementary School,Math,Female,41,41,50,52,41,54,63.40%,53.70%,46.00%,63.50%,53.70%,42.60%,85.60%,77.10%,65.30%,80.00%,72.40%,71.20%
1180011,Ridgefield School District,1180611,Branchville Elementary School,ELA,Male,72,57,64,75,51,65,69.40%,54.40%,45.30%,52.00%,56.90%,55.40%,84.70%,69.40%,69.70%,67.90%,74.00%,72.20%
1180011,Ridgefield School District,1180611,Branchville Elementary School,ELA,Female,71,56,48,51,61,51,63.40%,53.60%,52.10%,51.00%,62.30%,60.80%,77.80%,71.30%,68.90%,68.90%,80.60%,82.10%
1180011,Ridgefield School District,1180611,Branchville Elementary School,Math,Male,72,57,64,75,51,65,40.30%,45.60%,53.10%,66.70%,60.80%,70.80%,63.50%,68.90%,75.30%,84.10%,83.30%,80.50%
1180011,Ridgefield School District,1180611,Branchville Elementary School,Math,Female,72,56,48,50,61,51,43.10%,46.40%,41.70%,46.00%,60.70%,64.70%,68.30%,67.30%,68.30%,72.50%,83.30%,83.00%
1180011,Ridgefield School District,1181211,District Program FES,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1180011,Ridgefield School District,1181211,District Program FES,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1180011,Ridgefield School District,1180911,District Program SES,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1180011,Ridgefield School District,1180911,District Program SES,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1180011,Ridgefield School District,1181111,District Program SRMS,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1180011,Ridgefield School District,1181111,District Program SRMS,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1180011,Ridgefield School District,1185111,East Ridge Middle School,ELA,Male,354,363,332,311,235,228,45.80%,38.80%,42.50%,43.40%,43.00%,48.20%,61.30%,50.80%,56.70%,60.10%,58.20%,63.90%
1180011,Ridgefield School District,1185111,East Ridge Middle School,ELA,Female,359,375,309,288,213,219,49.90%,35.70%,49.20%,52.80%,48.80%,58.00%,64.20%,46.50%,62.50%,67.90%,61.50%,72.00%
1180011,Ridgefield School District,1185111,East Ridge Middle School,Math,Male,353,363,332,310,230,223,57.50%,52.10%,45.50%,63.50%,53.50%,59.60%,72.10%,66.80%,59.00%,78.40%,68.40%,72.30%
1180011,Ridgefield School District,1185111,East Ridge Middle School,Math,Female,355,372,307,288,207,214,59.20%,44.90%,52.10%,61.80%,50.20%,56.50%,76.50%,61.20%,68.40%,76.80%,63.80%,72.60%
1180011,Ridgefield School District,1180411,Farmingville Elementary School,ELA,Male,60,67,66,57,44,51,38.30%,52.20%,47.00%,57.90%,52.30%,43.10%,67.10%,76.50%,64.80%,79.70%,74.40%,65.30%
1180011,Ridgefield School District,1180411,Farmingville Elementary School,ELA,Female,56,63,62,52,42,49,58.90%,57.10%,62.90%,55.80%,66.70%,57.10%,74.20%,72.80%,79.30%,75.70%,79.90%,77.80%
1180011,Ridgefield School District,1180411,Farmingville Elementary School,Math,Male,60,67,66,57,44,51,58.30%,47.80%,48.50%,61.40%,61.40%,58.80%,88.70%,66.40%,72.30%,79.70%,86.20%,79.30%
1180011,Ridgefield School District,1180411,Farmingville Elementary School,Math,Female,56,63,62,52,42,49,44.60%,41.30%,33.90%,57.70%,47.60%,61.20%,73.70%,62.20%,64.50%,85.90%,75.20%,80.90%
1180011,Ridgefield School District,1180311,Ridgebury Elementary School,ELA,Male,61,60,56,47,63,61,72.10%,45.00%,62.50%,61.70%,57.10%,54.10%,93.40%,63.60%,77.00%,81.50%,81.50%,76.40%
1180011,Ridgefield School District,1180311,Ridgebury Elementary School,ELA,Female,53,51,48,46,49,64,67.90%,56.90%,64.60%,67.40%,63.30%,59.40%,87.90%,77.30%,81.30%,91.40%,77.10%,80.40%
1180011,Ridgefield School District,1180311,Ridgebury Elementary School,Math,Male,62,60,56,47,63,61,66.10%,50.00%,57.10%,61.70%,47.60%,62.30%,88.60%,70.00%,83.20%,80.90%,61.30%,80.50%
1180011,Ridgefield School District,1180311,Ridgebury Elementary School,Math,Female,53,51,49,47,49,64,47.20%,43.10%,49.00%,61.70%,42.90%,37.50%,75.40%,64.30%,73.80%,82.90%,63.40%,64.00%
1180011,Ridgefield School District,1180511,Scotland Elementary School,ELA,Male,64,68,61,55,44,60,67.20%,54.40%,72.10%,65.50%,61.40%,56.70%,88.80%,72.40%,86.20%,86.10%,80.80%,77.20%
1180011,Ridgefield School District,1180511,Scotland Elementary School,ELA,Female,59,62,60,54,60,55,76.30%,61.30%,71.70%,68.50%,66.70%,52.70%,92.70%,77.20%,85.60%,84.60%,81.80%,72.30%
1180011,Ridgefield School District,1180511,Scotland Elementary School,Math,Male,65,68,61,55,44,60,70.80%,54.40%,68.90%,69.10%,70.50%,61.70%,94.20%,82.90%,90.50%,92.40%,92.00%,86.20%
1180011,Ridgefield School District,1180511,Scotland Elementary School,Math,Female,59,62,60,54,60,55,76.30%,45.20%,76.70%,57.40%,63.30%,45.50%,95.60%,76.90%,98.20%,80.30%,86.00%,80.30%
1180011,Ridgefield School District,1185211,Scotts Ridge Middle School,ELA,Male,233,223,222,259,235,253,38.20%,35.00%,42.80%,41.30%,38.70%,44.70%,54.20%,48.60%,55.30%,56.60%,53.90%,59.90%
1180011,Ridgefield School District,1185211,Scotts Ridge Middle School,ELA,Female,215,204,220,241,227,236,38.10%,42.20%,49.50%,50.20%,45.80%,50.00%,53.90%,55.50%,61.60%,66.20%,59.10%,65.00%
1180011,Ridgefield School District,1185211,Scotts Ridge Middle School,Math,Male,235,222,220,256,229,244,49.80%,51.40%,45.50%,56.30%,50.70%,56.10%,65.20%,68.60%,60.90%,69.70%,67.50%,70.40%
1180011,Ridgefield School District,1185211,Scotts Ridge Middle School,Math,Female,214,202,218,239,208,220,46.70%,51.50%,53.20%,56.50%,46.60%,53.20%,67.60%,67.80%,67.80%,74.40%,63.30%,70.10%
1180011,Ridgefield School District,1180211,Veterans Park Elementary School,ELA,Male,56,45,46,45,45,33,58.90%,48.90%,43.50%,57.80%,57.80%,69.70%,78.50%,66.20%,67.10%,84.20%,76.80%,84.20%
1180011,Ridgefield School District,1180211,Veterans Park Elementary School,ELA,Female,51,51,51,51,39,43,60.80%,49.00%,49.00%,68.60%,59.00%,51.20%,77.60%,67.10%,66.30%,88.40%,79.60%,70.20%
1180011,Ridgefield School District,1180211,Veterans Park Elementary School,Math,Male,56,45,46,44,45,33,46.40%,57.80%,54.30%,81.80%,73.30%,69.70%,70.70%,77.00%,70.10%,99.70%,90.60%,90.70%
1180011,Ridgefield School District,1180211,Veterans Park Elementary School,Math,Female,52,50,51,51,39,43,38.50%,72.00%,54.90%,64.70%,64.10%,48.80%,72.00%,96.40%,72.70%,87.30%,86.50%,73.90%
1190011,Rocky Hill School District,1195111,Albert D. Griswold Middle School,ELA,Male,293,290,303,285,263,269,34.50%,42.80%,50.50%,51.60%,57.80%,45.40%,52.00%,60.70%,69.10%,66.70%,74.60%,59.70%
1190011,Rocky Hill School District,1195111,Albert D. Griswold Middle School,ELA,Female,292,279,281,287,295,313,44.20%,49.80%,60.10%,58.90%,63.70%,48.20%,59.80%,64.20%,77.80%,72.00%,79.50%,62.60%
1190011,Rocky Hill School District,1195111,Albert D. Griswold Middle School,Math,Male,293,290,303,285,258,269,40.60%,44.10%,50.50%,52.60%,61.60%,53.20%,57.50%,60.00%,67.50%,67.60%,77.20%,69.70%
1190011,Rocky Hill School District,1195111,Albert D. Griswold Middle School,Math,Female,292,279,281,286,283,312,44.50%,53.00%,56.90%,52.80%,61.50%,54.80%,63.60%,69.90%,75.30%,69.50%,76.60%,72.80%
1190011,Rocky Hill School District,1190611,Moser School,ELA,Male,*,*,*,*,159,173,*,*,*,*,54.70%,45.10%,*,*,*,*,75.20%,66.40%
1190011,Rocky Hill School District,1190611,Moser School,ELA,Female,*,*,*,*,158,151,*,*,*,*,58.90%,55.00%,*,*,*,*,80.00%,77.40%
1190011,Rocky Hill School District,1190611,Moser School,Math,Male,*,*,*,*,155,173,*,*,*,*,64.50%,53.80%,*,*,*,*,86.70%,77.30%
1190011,Rocky Hill School District,1190611,Moser School,Math,Female,*,*,*,*,158,151,*,*,*,*,61.40%,55.00%,*,*,*,*,85.00%,72.10%
1190011,Rocky Hill School District,1190411,Myrtle H. Stevens School,ELA,Male,71,75,84,91,*,*,46.50%,49.30%,57.10%,40.70%,*,*,68.80%,69.50%,78.60%,69.70%,*,*
1190011,Rocky Hill School District,1190411,Myrtle H. Stevens School,ELA,Female,65,69,82,100,*,*,50.80%,63.80%,43.90%,52.00%,*,*,76.40%,86.50%,70.80%,79.30%,*,*
1190011,Rocky Hill School District,1190411,Myrtle H. Stevens School,Math,Male,72,75,84,91,*,*,59.70%,45.30%,48.80%,60.40%,*,*,85.20%,66.80%,77.30%,83.20%,*,*
1190011,Rocky Hill School District,1190411,Myrtle H. Stevens School,Math,Female,64,68,82,99,*,*,57.80%,51.50%,46.30%,55.60%,*,*,84.80%,77.80%,72.60%,82.20%,*,*
1190011,Rocky Hill School District,1190311,Pathways,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1190011,Rocky Hill School District,1190311,Pathways,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1190011,Rocky Hill School District,1190511,West Hill School,ELA,Male,79,90,80,92,*,*,54.40%,41.10%,51.30%,50.00%,*,*,76.30%,63.50%,72.90%,72.60%,*,*
1190011,Rocky Hill School District,1190511,West Hill School,ELA,Female,85,87,75,101,*,*,61.20%,39.10%,57.30%,55.40%,*,*,80.90%,62.50%,79.20%,74.60%,*,*
1190011,Rocky Hill School District,1190511,West Hill School,Math,Male,82,90,80,91,*,*,67.10%,50.00%,58.80%,64.80%,*,*,88.10%,66.20%,77.70%,84.30%,*,*
1190011,Rocky Hill School District,1190511,West Hill School,Math,Female,86,87,75,101,*,*,61.60%,34.50%,57.30%,54.50%,*,*,85.50%,62.90%,84.30%,77.30%,*,*
1210011,Salem School District,1210111,Salem Elementary School,ELA,Male,98,100,92,108,96,93,56.10%,41.00%,40.20%,49.10%,38.50%,36.60%,79.60%,59.40%,59.10%,66.40%,54.00%,52.60%
1210011,Salem School District,1210111,Salem Elementary School,ELA,Female,97,107,109,111,91,109,60.80%,44.90%,49.50%,53.20%,37.40%,26.60%,77.80%,59.90%,64.50%,67.70%,53.80%,46.70%
1210011,Salem School District,1210111,Salem Elementary School,Math,Male,98,100,92,107,96,93,49.00%,45.00%,37.00%,49.50%,44.80%,39.80%,68.90%,61.50%,52.60%,65.20%,67.30%,57.30%
1210011,Salem School District,1210111,Salem Elementary School,Math,Female,97,107,109,111,91,109,51.50%,54.20%,45.00%,61.30%,48.40%,33.90%,68.20%,67.30%,58.10%,82.50%,61.90%,49.00%
1220011,Salisbury School District,1220111,Salisbury Central School,ELA,Male,58,58,59,61,72,79,43.10%,31.00%,54.20%,49.20%,36.10%,35.40%,58.80%,55.90%,71.70%,69.00%,61.70%,56.30%
1220011,Salisbury School District,1220111,Salisbury Central School,ELA,Female,67,70,72,69,68,62,50.70%,42.90%,63.90%,56.50%,55.90%,48.40%,65.50%,59.20%,78.60%,72.70%,74.10%,62.10%
1220011,Salisbury School District,1220111,Salisbury Central School,Math,Male,58,58,59,61,72,79,53.40%,36.20%,49.20%,39.30%,45.80%,43.00%,69.40%,55.20%,65.00%,59.50%,65.50%,63.50%
1220011,Salisbury School District,1220111,Salisbury Central School,Math,Female,67,70,72,69,68,62,58.20%,41.40%,48.60%,47.80%,44.10%,56.50%,81.70%,59.90%,68.50%,66.90%,62.50%,78.30%
1230011,Scotland School District,1230111,Scotland Elementary School,ELA,Male,21,16,16,10,18,14,52.40%,*,*,*,*,*,71.80%,*,*,*,*,*
1230011,Scotland School District,1230111,Scotland Elementary School,ELA,Female,23,25,25,23,14,15,69.60%,64.00%,44.00%,56.50%,*,*,84.30%,76.40%,65.90%,69.00%,*,*
1230011,Scotland School District,1230111,Scotland Elementary School,Math,Male,21,16,16,10,18,14,42.90%,*,*,*,*,*,70.10%,*,*,*,*,*
1230011,Scotland School District,1230111,Scotland Elementary School,Math,Female,23,25,26,23,14,15,26.10%,88.00%,38.50%,65.20%,*,*,56.20%,100.00%,51.70%,91.10%,*,*
1240011,Seymour School District,1240111,Bungay School,ELA,Male,81,83,73,78,65,64,43.20%,26.50%,34.20%,44.90%,55.40%,32.80%,65.90%,49.00%,58.40%,67.10%,78.50%,60.50%
1240011,Seymour School District,1240111,Bungay School,ELA,Female,70,71,89,86,64,67,40.00%,40.80%,39.30%,43.00%,43.80%,37.30%,63.40%,70.00%,61.50%,64.60%,73.50%,58.10%
1240011,Seymour School District,1240111,Bungay School,Math,Male,81,83,73,78,65,64,51.90%,43.40%,45.20%,59.00%,56.90%,59.40%,78.40%,68.30%,69.90%,84.00%,80.80%,80.20%
1240011,Seymour School District,1240111,Bungay School,Math,Female,70,71,89,86,64,67,34.30%,38.00%,43.80%,52.30%,60.90%,43.30%,69.00%,69.10%,66.10%,81.10%,86.00%,69.50%
1240011,Seymour School District,1240211,Chatfield-LoPresti School,ELA,Male,85,78,89,93,77,86,51.80%,44.90%,44.90%,35.50%,42.90%,43.00%,73.50%,65.50%,70.30%,61.50%,70.50%,67.20%
1240011,Seymour School District,1240211,Chatfield-LoPresti School,ELA,Female,74,80,94,87,82,80,59.50%,38.80%,51.10%,36.80%,43.90%,41.30%,75.80%,65.00%,76.60%,62.50%,72.70%,65.70%
1240011,Seymour School District,1240211,Chatfield-LoPresti School,Math,Male,84,78,89,93,76,86,71.40%,61.50%,50.60%,52.70%,59.20%,60.50%,91.00%,88.70%,76.30%,74.80%,84.90%,86.10%
1240011,Seymour School District,1240211,Chatfield-LoPresti School,Math,Female,74,80,94,87,82,80,60.80%,61.30%,47.90%,51.70%,50.00%,65.00%,85.20%,86.00%,75.50%,73.90%,74.00%,85.20%
1240011,Seymour School District,1245111,Seymour Middle School,ELA,Male,258,265,248,246,228,220,26.40%,30.60%,24.20%,35.00%,31.10%,40.50%,45.10%,49.70%,43.60%,50.20%,48.60%,59.20%
1240011,Seymour School District,1245111,Seymour Middle School,ELA,Female,284,267,233,248,221,217,35.60%,33.00%,30.50%,30.60%,32.60%,35.90%,54.50%,50.60%,48.70%,48.60%,51.00%,52.30%
1240011,Seymour School District,1245111,Seymour Middle School,Math,Male,258,264,247,246,224,220,40.70%,29.20%,41.70%,37.80%,45.10%,51.80%,58.60%,46.90%,58.10%,51.30%,65.90%,68.00%
1240011,Seymour School District,1245111,Seymour Middle School,Math,Female,284,267,233,247,222,216,48.90%,30.70%,46.40%,36.80%,48.20%,39.80%,69.00%,46.30%,64.90%,54.00%,66.80%,58.90%
1250011,Sharon School District,1250111,Sharon Center School,ELA,Male,30,36,36,28,27,30,43.30%,27.80%,27.80%,50.00%,44.40%,40.00%,57.60%,46.60%,60.30%,74.50%,59.80%,57.70%
1250011,Sharon School District,1250111,Sharon Center School,ELA,Female,38,46,37,35,16,18,44.70%,34.80%,21.60%,62.90%,*,*,72.70%,58.20%,50.40%,82.60%,*,*
1250011,Sharon School District,1250111,Sharon Center School,Math,Male,30,35,35,27,27,30,66.70%,40.00%,31.40%,55.60%,55.60%,53.30%,86.20%,59.40%,55.90%,74.20%,77.50%,81.40%
1250011,Sharon School District,1250111,Sharon Center School,Math,Female,38,46,36,35,16,18,36.80%,50.00%,52.80%,51.40%,*,*,51.70%,67.30%,70.70%,76.10%,*,*
1260011,Shelton School District,1260211,Alternative Learning Center 1,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1260011,Shelton School District,1260211,Alternative Learning Center 1,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1260011,Shelton School District,1261011,Booth Hill School,ELA,Male,30,37,31,46,25,36,66.70%,43.20%,64.50%,45.70%,48.00%,47.20%,83.20%,63.90%,84.10%,59.80%,75.90%,69.70%
1260011,Shelton School District,1261011,Booth Hill School,ELA,Female,29,36,24,33,21,36,41.40%,66.70%,50.00%,42.40%,52.40%,44.40%,71.20%,86.50%,73.70%,66.10%,79.50%,64.40%
1260011,Shelton School District,1261011,Booth Hill School,Math,Male,30,37,31,46,25,36,73.30%,54.10%,67.70%,47.80%,64.00%,63.90%,97.30%,85.00%,91.70%,80.50%,79.70%,93.20%
1260011,Shelton School District,1261011,Booth Hill School,Math,Female,29,36,24,33,21,36,65.50%,72.20%,50.00%,45.50%,61.90%,58.30%,93.10%,95.70%,74.60%,70.80%,90.10%,82.30%
1260011,Shelton School District,1260511,Elizabeth Shelton School,ELA,Male,43,45,54,47,46,33,48.80%,40.00%,72.20%,44.70%,37.00%,30.30%,82.00%,69.40%,89.40%,62.90%,69.10%,57.40%
1260011,Shelton School District,1260511,Elizabeth Shelton School,ELA,Female,45,45,47,46,32,40,82.20%,62.20%,57.40%,52.20%,62.50%,32.50%,98.60%,83.10%,81.10%,77.60%,75.70%,56.20%
1260011,Shelton School District,1260511,Elizabeth Shelton School,Math,Male,43,45,54,47,46,33,58.10%,33.30%,61.10%,38.30%,71.70%,48.50%,88.90%,72.40%,87.50%,62.20%,91.40%,77.40%
1260011,Shelton School District,1260511,Elizabeth Shelton School,Math,Female,45,45,47,46,32,40,60.00%,46.70%,53.20%,30.40%,50.00%,60.00%,92.80%,74.00%,79.20%,63.60%,75.40%,79.70%
1260011,Shelton School District,1265111,Intermediate School,ELA,Male,425,377,352,368,321,377,38.10%,27.30%,33.50%,42.10%,37.10%,31.80%,56.00%,41.30%,50.20%,58.60%,52.40%,48.80%
1260011,Shelton School District,1265111,Intermediate School,ELA,Female,386,359,362,352,312,344,45.30%,34.50%,43.10%,42.00%,35.90%,32.60%,60.50%,52.20%,59.30%,57.80%,52.80%,46.90%
1260011,Shelton School District,1265111,Intermediate School,Math,Male,425,376,351,367,319,372,47.80%,44.90%,44.40%,47.10%,48.90%,31.20%,64.40%,62.30%,60.90%,61.80%,65.50%,46.70%
1260011,Shelton School District,1265111,Intermediate School,Math,Female,386,359,361,351,311,344,50.00%,44.30%,55.10%,45.90%,48.90%,39.20%,67.80%,59.80%,71.10%,63.30%,67.40%,55.30%
1260011,Shelton School District,1260811,Long Hill School,ELA,Male,38,43,32,37,35,31,57.90%,53.50%,56.30%,40.50%,40.00%,41.90%,81.20%,78.80%,72.30%,65.00%,62.80%,68.00%
1260011,Shelton School District,1260811,Long Hill School,ELA,Female,36,33,31,30,27,37,83.30%,36.40%,54.80%,50.00%,48.10%,56.80%,100.00%,58.80%,75.60%,65.40%,71.80%,71.90%
1260011,Shelton School District,1260811,Long Hill School,Math,Male,38,42,32,37,35,31,52.60%,47.60%,62.50%,51.40%,68.60%,61.30%,76.50%,76.50%,88.70%,81.60%,94.60%,85.50%
1260011,Shelton School District,1260811,Long Hill School,Math,Female,36,32,31,30,27,37,47.20%,40.60%,74.20%,50.00%,77.80%,40.50%,75.60%,74.70%,90.70%,79.40%,97.30%,71.50%
1260011,Shelton School District,1260911,Mohegan School,ELA,Male,31,27,39,27,30,33,45.20%,33.30%,41.00%,48.10%,33.30%,42.40%,75.00%,59.50%,58.10%,60.60%,55.80%,66.20%
1260011,Shelton School District,1260911,Mohegan School,ELA,Female,37,21,27,27,25,41,56.80%,61.90%,33.30%,44.40%,64.00%,43.90%,72.60%,78.10%,53.80%,61.60%,85.30%,71.10%
1260011,Shelton School District,1260911,Mohegan School,Math,Male,31,27,39,27,30,33,61.30%,29.60%,33.30%,33.30%,40.00%,51.50%,86.90%,60.90%,49.40%,53.80%,69.40%,77.30%
1260011,Shelton School District,1260911,Mohegan School,Math,Female,37,21,26,27,25,41,56.80%,57.10%,15.40%,18.50%,60.00%,34.10%,88.00%,82.00%,40.10%,44.40%,82.40%,68.50%
1260011,Shelton School District,1261111,Perry Hill Elementary School,ELA,Male,341,363,343,367,331,337,51.30%,37.70%,44.30%,47.70%,36.60%,32.60%,72.50%,57.70%,65.60%,67.30%,57.40%,50.20%
1260011,Shelton School District,1261111,Perry Hill Elementary School,ELA,Female,350,341,336,320,305,313,59.70%,44.00%,46.40%,45.30%,45.90%,38.70%,77.90%,61.90%,66.70%,64.10%,62.70%,56.60%
1260011,Shelton School District,1261111,Perry Hill Elementary School,Math,Male,343,363,343,367,330,336,43.70%,46.80%,47.50%,51.00%,63.90%,49.40%,66.10%,69.90%,69.30%,70.80%,84.50%,69.40%
1260011,Shelton School District,1261111,Perry Hill Elementary School,Math,Female,350,341,336,320,305,313,46.90%,52.20%,51.80%,52.20%,61.60%,52.70%,69.20%,71.10%,72.00%,72.90%,82.90%,74.80%
1260011,Shelton School District,1260611,Sunnyside School,ELA,Male,22,17,21,19,19,27,77.30%,*,52.40%,*,*,59.30%,91.70%,*,78.00%,*,*,77.60%
1260011,Shelton School District,1260611,Sunnyside School,ELA,Female,23,16,14,23,20,15,39.10%,*,*,56.50%,60.00%,*,73.40%,*,*,88.70%,86.60%,*
1260011,Shelton School District,1260611,Sunnyside School,Math,Male,22,17,21,19,19,27,59.10%,*,28.60%,*,*,77.80%,88.80%,*,64.90%,*,*,95.10%
1260011,Shelton School District,1260611,Sunnyside School,Math,Female,23,16,14,23,20,15,69.60%,*,*,60.90%,45.00%,*,89.00%,*,*,90.70%,86.50%,*
1260011,Shelton School District,1261211,Therapeutic Learning Center,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1260011,Shelton School District,1261211,Therapeutic Learning Center,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1270011,Sherman School District,1270111,Sherman School,ELA,Male,58,74,74,78,67,67,46.60%,28.40%,45.90%,47.40%,38.80%,46.30%,73.90%,41.90%,60.40%,60.80%,57.00%,65.10%
1270011,Sherman School District,1270111,Sherman School,ELA,Female,41,61,72,64,68,69,48.80%,39.30%,44.40%,32.80%,47.10%,47.80%,65.10%,60.50%,59.60%,59.00%,62.70%,68.20%
1270011,Sherman School District,1270111,Sherman School,Math,Male,59,73,72,77,65,66,54.20%,32.90%,37.50%,50.60%,44.60%,47.00%,81.00%,53.60%,49.60%,66.30%,59.50%,67.50%
1270011,Sherman School District,1270111,Sherman School,Math,Female,41,61,71,64,66,68,51.20%,54.10%,31.00%,48.40%,28.80%,51.50%,76.20%,68.10%,49.40%,69.60%,50.90%,73.00%
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,ELA,Male,51,51,51,55,49,50,45.10%,47.10%,39.20%,30.90%,32.70%,38.00%,65.50%,61.80%,56.50%,55.40%,59.90%,62.90%
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,ELA,Female,57,54,50,53,58,57,35.10%,25.90%,42.00%,49.10%,43.10%,40.40%,55.70%,54.20%,68.90%,73.20%,71.10%,62.20%
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,Math,Male,51,51,51,55,49,50,54.90%,56.90%,47.10%,56.40%,63.30%,46.00%,77.00%,77.50%,65.90%,80.10%,86.40%,63.10%
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,Math,Female,56,53,50,53,58,57,55.40%,54.70%,52.00%,47.20%,48.30%,59.60%,73.80%,76.30%,72.20%,72.30%,71.00%,88.20%
1280011,Simsbury School District,1280111,Central School,ELA,Male,71,80,82,89,97,95,62.00%,51.30%,62.20%,59.60%,41.20%,51.60%,84.20%,66.90%,79.40%,72.40%,57.20%,71.10%
1280011,Simsbury School District,1280111,Central School,ELA,Female,78,85,74,76,61,70,59.00%,50.60%,58.10%,51.30%,47.50%,54.30%,76.90%,67.50%,72.80%,71.30%,64.80%,71.30%
1280011,Simsbury School District,1280111,Central School,Math,Male,70,80,82,89,97,95,67.10%,60.00%,51.20%,55.10%,64.90%,45.30%,84.90%,80.70%,75.20%,83.50%,83.10%,68.10%
1280011,Simsbury School District,1280111,Central School,Math,Female,77,85,74,76,61,69,50.60%,61.20%,47.30%,46.10%,63.90%,62.30%,75.00%,85.90%,69.90%,74.80%,89.70%,79.80%
1280011,Simsbury School District,1285111,Henry James Memorial School,ELA,Male,351,346,311,298,271,278,49.60%,40.80%,46.60%,40.90%,29.90%,36.00%,67.40%,54.80%,60.50%,57.40%,43.90%,49.90%
1280011,Simsbury School District,1285111,Henry James Memorial School,ELA,Female,317,299,299,278,294,285,61.50%,43.80%,51.80%,56.80%,45.90%,36.50%,77.00%,58.60%,67.20%,70.90%,61.00%,49.50%
1280011,Simsbury School District,1285111,Henry James Memorial School,Math,Male,348,341,308,298,270,277,58.60%,52.20%,48.10%,47.00%,41.90%,47.70%,73.90%,67.80%,60.50%,59.10%,54.00%,60.30%
1280011,Simsbury School District,1285111,Henry James Memorial School,Math,Female,315,296,296,277,294,283,61.00%,49.70%,46.60%,49.80%,44.90%,49.50%,78.80%,64.50%,59.50%,62.40%,60.60%,62.80%
1280011,Simsbury School District,1280611,Latimer Lane School,ELA,Male,89,73,71,80,75,91,47.20%,54.80%,67.60%,53.80%,60.00%,61.50%,71.10%,76.20%,83.00%,74.70%,80.70%,81.10%
1280011,Simsbury School District,1280611,Latimer Lane School,ELA,Female,83,88,85,83,95,94,51.80%,64.80%,62.40%,48.20%,60.00%,50.00%,67.40%,83.30%,78.30%,63.60%,75.90%,64.30%
1280011,Simsbury School District,1280611,Latimer Lane School,Math,Male,88,73,70,80,75,91,36.40%,68.50%,42.90%,60.00%,65.30%,73.60%,66.10%,88.00%,63.00%,78.60%,82.20%,87.10%
1280011,Simsbury School District,1280611,Latimer Lane School,Math,Female,83,88,85,83,95,94,38.60%,68.20%,38.80%,57.80%,68.40%,53.20%,65.00%,92.50%,62.70%,76.10%,84.40%,66.60%
