"Smarter Balanced Growth Report, Trend",,,,,,,,,,,,,,,,,,,,,,
"All Districts, ELA and Math, All Grades, Gender",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,Number ofMatched Students,,,,,,Growth Rate,,,,,,Average Percentageof Target Achieved,,,,,
,,,,,School Year,,,,,,School Year,,,,,,School Year,,,,,
District Code,District,Grade,Subject,Gender,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23
1440011,Trumbull School District,8,ELA,Male,209,255,268,266,265,250,75.60%,41.20%,42.50%,42.10%,48.70%,41.20%,90.80%,56.00%,56.50%,56.60%,63.90%,56.20%
1440011,Trumbull School District,8,Math,Female,199,257,266,222,247,226,87.90%,68.10%,69.90%,57.20%,59.90%,57.10%,100.00%,84.30%,83.90%,72.00%,73.30%,71.00%
1440011,Trumbull School District,8,Math,Male,209,254,266,264,263,248,81.80%,50.80%,62.00%,46.60%,56.70%,50.00%,95.70%,65.40%,74.00%,58.90%,69.80%,64.00%
3470015,Unified School District #2,4,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
3470015,Unified School District #2,4,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
3470015,Unified School District #2,5,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
3470015,Unified School District #2,5,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
3470015,Unified School District #2,7,ELA,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
3470015,Unified School District #2,7,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
3470015,Unified School District #2,7,Math,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
3470015,Unified School District #2,7,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
3470015,Unified School District #2,8,ELA,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
3470015,Unified School District #2,8,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
3470015,Unified School District #2,8,Math,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
3470015,Unified School District #2,8,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,4,ELA,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,4,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,4,Math,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,4,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,5,ELA,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,5,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,5,Math,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,5,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,6,ELA,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,6,ELA,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,6,Math,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,6,Math,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,7,ELA,Female,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,7,ELA,Male,8,*,*,*,6,*,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,7,Math,Female,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,7,Math,Male,8,*,*,*,6,*,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,8,ELA,Female,*,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,8,ELA,Male,*,8,*,*,*,9,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,8,Math,Female,*,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1450011,Union School District,8,Math,Male,*,8,*,*,*,9,*,*,*,*,*,*,*,*,*,*,*,*
1460011,Vernon School District,4,ELA,Female,105,118,107,100,91,85,39.00%,30.50%,44.90%,48.00%,45.10%,36.50%,65.00%,58.30%,69.00%,71.30%,69.10%,63.50%
1460011,Vernon School District,4,ELA,Male,123,119,96,122,103,104,52.80%,38.70%,31.30%,42.60%,38.80%,47.10%,76.20%,62.30%,59.90%,69.70%,69.00%,70.70%
1460011,Vernon School District,4,Math,Female,105,118,106,100,88,85,50.50%,39.80%,46.20%,44.00%,50.00%,32.90%,83.90%,70.70%,68.90%,76.40%,79.70%,62.90%
1460011,Vernon School District,4,Math,Male,121,117,94,122,101,104,61.20%,41.00%,41.50%,54.90%,67.30%,48.10%,89.40%,72.90%,72.20%,80.60%,86.60%,77.10%
1460011,Vernon School District,5,ELA,Female,111,101,121,109,105,96,46.80%,46.50%,42.10%,52.30%,51.40%,52.10%,65.40%,70.60%,66.20%,72.90%,75.60%,74.10%
1460011,Vernon School District,5,ELA,Male,113,123,117,95,87,108,31.00%,30.90%,35.00%,55.80%,49.40%,51.90%,52.80%,61.40%,60.60%,80.60%,68.80%,70.70%
1460011,Vernon School District,5,Math,Female,111,101,121,109,105,95,54.10%,64.40%,57.90%,49.50%,68.60%,62.10%,79.40%,85.50%,79.10%,75.80%,86.90%,82.60%
1460011,Vernon School District,5,Math,Male,112,123,116,94,86,108,54.50%,50.40%,54.30%,62.80%,58.10%,52.80%,78.70%,70.50%,73.60%,80.30%,75.70%,72.80%
1460011,Vernon School District,6,ELA,Female,115,105,101,116,100,101,37.40%,37.10%,33.70%,31.00%,31.00%,36.60%,52.30%,56.60%,46.20%,49.00%,50.30%,54.60%
1460011,Vernon School District,6,ELA,Male,113,104,125,119,121,87,27.40%,51.00%,24.00%,24.40%,25.60%,34.50%,49.00%,66.10%,43.50%,40.00%,44.30%,50.80%
1460011,Vernon School District,6,Math,Female,114,105,101,114,99,101,47.40%,57.10%,34.70%,20.20%,45.50%,38.60%,69.60%,74.20%,50.80%,41.10%,69.50%,61.10%
1460011,Vernon School District,6,Math,Male,113,103,125,117,118,86,33.60%,46.60%,29.60%,29.90%,39.80%,40.70%,61.10%,68.70%,44.60%,48.20%,61.10%,57.60%
1460011,Vernon School District,7,ELA,Female,101,120,104,102,103,103,45.50%,43.30%,27.90%,51.00%,54.40%,47.60%,65.70%,64.40%,48.10%,73.90%,75.20%,68.30%
1460011,Vernon School District,7,ELA,Male,106,115,92,127,112,118,49.10%,48.70%,18.50%,51.20%,44.60%,35.60%,70.40%,72.90%,33.10%,70.90%,64.60%,56.60%
1460011,Vernon School District,7,Math,Female,101,119,105,101,99,100,33.70%,47.10%,25.70%,62.40%,47.50%,34.00%,53.80%,64.10%,39.80%,79.10%,65.30%,54.40%
1460011,Vernon School District,7,Math,Male,106,115,92,126,105,117,34.90%,40.90%,28.30%,50.80%,41.90%,35.90%,56.30%,62.40%,43.50%,68.00%,60.60%,51.50%
1460011,Vernon School District,8,ELA,Female,85,102,117,111,101,94,32.90%,26.50%,22.20%,48.60%,40.60%,39.40%,54.10%,41.00%,39.00%,67.00%,57.10%,58.80%
1460011,Vernon School District,8,ELA,Male,103,102,109,90,94,113,38.80%,34.30%,12.80%,46.70%,28.70%,43.40%,53.80%,49.90%,25.00%,68.30%,46.20%,61.60%
1460011,Vernon School District,8,Math,Female,85,101,117,111,96,93,23.50%,30.70%,40.20%,36.00%,61.50%,47.30%,37.90%,46.00%,54.80%,53.90%,77.80%,67.00%
1460011,Vernon School District,8,Math,Male,104,102,109,87,91,110,26.90%,27.50%,34.90%,34.50%,44.00%,50.00%,39.60%,47.50%,49.90%,45.50%,62.40%,67.70%
1470011,Voluntown School District,4,ELA,Female,12,13,12,10,13,7,*,*,*,*,*,*,*,*,*,*,*,*
1470011,Voluntown School District,4,ELA,Male,16,11,14,15,10,7,*,*,*,*,*,*,*,*,*,*,*,*
1470011,Voluntown School District,4,Math,Female,12,13,12,10,12,7,*,*,*,*,*,*,*,*,*,*,*,*
1470011,Voluntown School District,4,Math,Male,16,11,14,15,10,7,*,*,*,*,*,*,*,*,*,*,*,*
1470011,Voluntown School District,5,ELA,Female,16,12,14,10,10,15,*,*,*,*,*,*,*,*,*,*,*,*
1470011,Voluntown School District,5,ELA,Male,14,18,10,15,11,10,*,*,*,*,*,*,*,*,*,*,*,*
1470011,Voluntown School District,5,Math,Female,16,12,14,10,10,15,*,*,*,*,*,*,*,*,*,*,*,*
1470011,Voluntown School District,5,Math,Male,14,18,10,15,11,10,*,*,*,*,*,*,*,*,*,*,*,*
1470011,Voluntown School District,6,ELA,Female,12,15,12,15,10,9,*,*,*,*,*,*,*,*,*,*,*,*
1470011,Voluntown School District,6,ELA,Male,17,13,17,10,15,9,*,*,*,*,*,*,*,*,*,*,*,*
1470011,Voluntown School District,6,Math,Female,12,15,12,15,10,9,*,*,*,*,*,*,*,*,*,*,*,*
1470011,Voluntown School District,6,Math,Male,17,13,17,10,15,9,*,*,*,*,*,*,*,*,*,*,*,*
1470011,Voluntown School District,7,ELA,Female,16,11,15,12,13,12,*,*,*,*,*,*,*,*,*,*,*,*
1470011,Voluntown School District,7,ELA,Male,11,17,13,18,15,14,*,*,*,*,*,*,*,*,*,*,*,*
1470011,Voluntown School District,7,Math,Female,16,11,15,12,13,12,*,*,*,*,*,*,*,*,*,*,*,*
1470011,Voluntown School District,7,Math,Male,11,17,13,18,15,14,*,*,*,*,*,*,*,*,*,*,*,*
1470011,Voluntown School District,8,ELA,Female,12,17,12,16,13,13,*,*,*,*,*,*,*,*,*,*,*,*
1470011,Voluntown School District,8,ELA,Male,18,11,17,13,18,16,*,*,*,*,*,*,*,*,*,*,*,*
1470011,Voluntown School District,8,Math,Female,12,17,12,16,13,13,*,*,*,*,*,*,*,*,*,*,*,*
1470011,Voluntown School District,8,Math,Male,18,11,17,13,18,16,*,*,*,*,*,*,*,*,*,*,*,*
1480011,Wallingford School District,4,ELA,Female,178,192,196,205,150,166,48.90%,33.30%,35.70%,32.20%,43.30%,33.10%,73.40%,59.40%,59.70%,58.10%,66.60%,58.80%
1480011,Wallingford School District,4,ELA,Male,203,201,199,204,186,201,47.30%,29.40%,37.20%,33.80%,45.20%,30.30%,72.30%,55.70%,58.20%,55.10%,69.20%,60.00%
1480011,Wallingford School District,4,Math,Female,178,192,195,206,149,167,38.20%,29.20%,35.40%,39.80%,38.90%,36.50%,68.60%,63.10%,67.00%,68.60%,65.60%,66.70%
1480011,Wallingford School District,4,Math,Male,204,201,195,203,186,200,46.60%,31.30%,36.90%,41.90%,39.80%,40.50%,76.10%,60.80%,66.90%,74.00%,69.00%,67.40%
1480011,Wallingford School District,5,ELA,Female,205,170,192,194,175,157,53.20%,35.30%,45.30%,42.80%,42.30%,44.60%,77.60%,61.80%,67.00%,66.80%,66.70%,66.70%
1480011,Wallingford School District,5,ELA,Male,224,212,208,203,175,191,48.70%,37.70%,31.70%,44.30%,38.30%,40.30%,72.00%,63.60%,57.10%,67.20%,64.90%,64.70%
1480011,Wallingford School District,5,Math,Female,207,170,191,194,174,157,48.80%,32.90%,40.30%,35.10%,35.60%,46.50%,72.40%,57.30%,62.80%,58.60%,59.20%,72.20%
1480011,Wallingford School District,5,Math,Male,224,212,206,200,175,190,42.90%,32.50%,41.30%,39.00%,48.60%,53.20%,68.60%,54.00%,60.80%,61.40%,71.00%,74.50%
1480011,Wallingford School District,6,ELA,Female,231,209,170,191,177,179,33.80%,23.00%,26.50%,26.70%,32.80%,22.90%,48.90%,43.00%,45.80%,46.40%,48.80%,36.80%
1480011,Wallingford School District,6,ELA,Male,236,218,209,198,171,181,30.10%,23.40%,27.30%,29.80%,19.90%,22.70%,53.30%,39.70%,43.50%,48.60%,38.50%,35.90%
1480011,Wallingford School District,6,Math,Female,233,209,170,191,176,177,29.20%,31.60%,32.90%,25.70%,26.70%,15.80%,51.80%,55.50%,55.20%,45.30%,41.00%,28.60%
1480011,Wallingford School District,6,Math,Male,237,218,208,195,170,182,25.70%,30.30%,30.80%,23.10%,20.60%,14.30%,45.00%,51.20%,48.50%,39.20%,35.90%,29.00%
1480011,Wallingford School District,7,ELA,Female,218,232,213,177,195,181,46.80%,44.00%,35.70%,49.70%,33.80%,28.70%,67.20%,62.70%,56.90%,68.70%,53.70%,47.50%
1480011,Wallingford School District,7,ELA,Male,214,237,215,210,196,174,47.20%,40.10%,28.80%,40.50%,31.10%,29.30%,65.90%,59.10%,48.50%,62.00%,49.30%,50.00%
1480011,Wallingford School District,7,Math,Female,219,230,209,176,191,181,34.20%,29.60%,24.90%,32.40%,40.80%,44.20%,54.60%,52.70%,41.50%,50.50%,60.70%,61.10%
1480011,Wallingford School District,7,Math,Male,213,240,207,210,188,172,43.70%,43.30%,27.10%,33.30%,41.00%,45.30%,63.70%,64.30%,43.20%,51.40%,60.40%,63.90%
1480011,Wallingford School District,8,ELA,Female,228,223,221,208,198,195,47.80%,33.20%,27.10%,39.40%,48.00%,44.60%,67.90%,52.40%,45.80%,54.70%,65.40%,65.10%
1480011,Wallingford School District,8,ELA,Male,228,211,233,206,195,212,43.00%,26.10%,20.60%,39.30%,34.90%,33.50%,64.00%,43.70%,38.60%,58.40%,52.80%,51.60%
1480011,Wallingford School District,8,Math,Female,228,220,216,206,194,193,40.80%,31.40%,31.00%,45.10%,38.70%,36.80%,61.70%,51.30%,45.60%,61.30%,57.10%,55.00%
1480011,Wallingford School District,8,Math,Male,227,210,231,197,195,202,32.60%,33.80%,26.00%,33.50%,43.60%,43.60%,47.40%,49.20%,41.70%,51.50%,60.60%,58.50%
1510011,Waterbury School District,4,ELA,Female,652,650,633,663,643,617,32.20%,26.50%,32.40%,31.50%,36.40%,27.60%,60.80%,52.80%,60.40%,58.00%,64.00%,56.10%
1510011,Waterbury School District,4,ELA,Male,624,702,677,725,630,695,33.20%,22.20%,29.20%,33.50%,38.90%,27.90%,62.70%,49.00%,54.90%,60.50%,65.40%,54.30%
1510011,Waterbury School District,4,Math,Female,661,649,632,662,639,616,41.10%,33.60%,33.90%,37.00%,39.30%,27.90%,74.10%,65.90%,62.90%,69.60%,66.70%,61.20%
1510011,Waterbury School District,4,Math,Male,638,700,676,724,626,695,39.00%,32.40%,27.80%,33.60%,41.90%,35.30%,73.40%,63.50%,59.70%,66.40%,72.20%,62.70%
1510011,Waterbury School District,5,ELA,Female,602,673,663,649,584,680,32.60%,28.80%,30.30%,35.90%,41.80%,31.30%,59.90%,55.40%,60.20%,62.20%,66.20%,56.90%
1510011,Waterbury School District,5,ELA,Male,691,643,708,678,606,678,27.90%,23.60%,25.80%,31.60%,41.30%,30.70%,54.50%,45.30%,51.50%,58.60%,66.00%,55.60%
1510011,Waterbury School District,5,Math,Female,608,673,662,649,574,677,22.20%,39.10%,37.20%,40.80%,49.00%,40.00%,40.70%,64.00%,61.00%,62.40%,69.70%,62.80%
1510011,Waterbury School District,5,Math,Male,700,643,708,678,593,678,22.30%,40.10%,37.10%,41.70%,57.00%,42.60%,42.40%,62.00%,60.60%,62.50%,75.90%,65.80%
1510011,Waterbury School District,6,ELA,Female,649,590,634,621,475,545,28.50%,26.60%,26.20%,31.10%,33.50%,28.60%,49.90%,45.90%,45.30%,50.70%,57.70%,51.60%
1510011,Waterbury School District,6,ELA,Male,602,658,605,667,574,563,26.70%,23.70%,23.80%,31.60%,30.10%,23.80%,47.70%,42.70%,44.80%,52.40%,52.30%,44.80%
1510011,Waterbury School District,6,Math,Female,650,590,631,619,463,542,26.90%,31.50%,22.70%,21.50%,24.20%,26.60%,45.00%,49.20%,38.40%,39.60%,39.20%,42.40%
1510011,Waterbury School District,6,Math,Male,615,659,607,667,561,556,29.10%,22.50%,18.10%,19.20%,24.40%,20.10%,44.20%,38.40%,32.40%,33.20%,38.60%,33.80%
1510011,Waterbury School District,7,ELA,Female,621,637,598,637,569,493,39.80%,26.40%,26.80%,39.40%,34.80%,25.40%,61.20%,47.50%,46.00%,62.80%,56.20%,43.60%
1510011,Waterbury School District,7,ELA,Male,652,621,660,615,582,608,41.90%,29.50%,20.80%,35.30%,33.20%,27.00%,62.50%,48.10%,40.30%,56.80%,52.20%,47.50%
1510011,Waterbury School District,7,Math,Female,623,635,598,637,542,485,32.60%,25.40%,25.80%,29.80%,33.80%,32.60%,50.60%,41.30%,40.30%,45.50%,52.90%,50.30%
1510011,Waterbury School District,7,Math,Male,652,621,655,612,562,597,36.30%,30.80%,29.80%,30.70%,39.00%,39.70%,55.80%,45.90%,45.90%,47.80%,57.80%,59.60%
1510011,Waterbury School District,8,ELA,Female,605,620,649,599,539,596,36.40%,29.80%,32.40%,39.20%,34.90%,28.40%,56.90%,47.80%,53.80%,60.50%,52.20%,46.40%
1510011,Waterbury School District,8,ELA,Male,599,658,606,672,570,625,33.60%,23.10%,29.40%,33.30%,32.60%,27.70%,54.10%,42.10%,50.20%,55.70%,51.90%,45.50%
1510011,Waterbury School District,8,Math,Female,606,621,643,601,504,590,28.40%,27.70%,37.20%,37.10%,15.50%,20.50%,44.80%,43.50%,54.30%,56.80%,28.40%,37.10%
1510011,Waterbury School District,8,Math,Male,601,656,604,668,543,615,27.10%,26.10%,34.60%,34.30%,19.30%,22.60%,43.10%,42.50%,50.10%,51.40%,33.50%,35.60%
1520011,Waterford School District,4,ELA,Female,72,96,96,78,90,70,51.40%,30.20%,42.70%,37.20%,48.90%,30.00%,78.50%,53.30%,64.30%,60.80%,72.20%,53.10%
1520011,Waterford School District,4,ELA,Male,77,91,93,81,65,81,41.60%,34.10%,34.40%,38.30%,53.80%,40.70%,65.20%,55.80%,59.30%,58.40%,74.50%,60.40%
1520011,Waterford School District,4,Math,Female,72,96,96,78,89,70,40.30%,19.80%,42.70%,34.60%,44.90%,35.70%,75.00%,44.00%,70.10%,64.10%,70.50%,64.40%
1520011,Waterford School District,4,Math,Male,77,91,93,81,65,80,37.70%,25.30%,35.50%,39.50%,55.40%,40.00%,66.30%,50.10%,62.50%,61.30%,83.20%,69.10%
1520011,Waterford School District,5,ELA,Female,103,77,102,95,73,92,53.40%,37.70%,45.10%,53.70%,53.40%,34.80%,72.50%,60.10%,66.00%,70.10%,76.30%,56.80%
1520011,Waterford School District,5,ELA,Male,88,83,95,90,96,66,45.50%,28.90%,48.40%,40.00%,34.40%,33.30%,65.10%,50.50%,67.80%,57.10%,60.00%,48.80%
1520011,Waterford School District,5,Math,Female,103,77,102,95,73,92,47.60%,42.90%,47.10%,52.60%,63.00%,33.70%,74.10%,67.60%,69.10%,70.70%,82.50%,52.90%
1520011,Waterford School District,5,Math,Male,88,83,95,90,96,66,64.80%,44.60%,49.50%,50.00%,61.50%,36.40%,82.60%,61.70%,71.30%,74.00%,79.00%,62.90%
1520011,Waterford School District,6,ELA,Female,94,104,83,106,94,75,41.50%,28.80%,43.40%,47.20%,40.40%,22.70%,67.00%,51.50%,61.40%,65.70%,60.10%,35.60%
1520011,Waterford School District,6,ELA,Male,100,89,82,101,87,99,53.00%,33.70%,35.40%,35.60%,35.60%,28.30%,72.50%,56.00%,54.30%,55.40%,52.20%,45.00%
1520011,Waterford School District,6,Math,Female,93,104,83,106,93,73,55.90%,41.30%,48.20%,70.80%,36.60%,27.40%,77.00%,67.90%,66.50%,85.60%,62.20%,45.80%
1520011,Waterford School District,6,Math,Male,100,89,82,101,87,99,62.00%,39.30%,47.60%,67.30%,47.10%,28.30%,78.50%,61.30%,62.00%,88.00%,71.70%,45.00%
1520011,Waterford School District,7,ELA,Female,109,100,109,87,88,93,46.80%,48.00%,44.00%,60.90%,44.30%,39.80%,63.50%,67.40%,60.80%,77.30%,64.90%,60.10%
1520011,Waterford School District,7,ELA,Male,104,99,85,81,85,89,42.30%,32.30%,42.40%,46.90%,36.50%,38.20%,58.40%,47.10%,61.00%,62.40%,58.00%,58.10%
1520011,Waterford School District,7,Math,Female,110,100,109,87,84,93,38.20%,41.00%,34.90%,50.60%,57.10%,59.10%,56.40%,56.80%,51.40%,67.50%,74.80%,82.40%
1520011,Waterford School District,7,Math,Male,104,99,85,81,85,89,42.30%,35.40%,31.80%,58.00%,62.40%,60.70%,61.70%,53.70%,46.90%,74.60%,81.40%,81.60%
1520011,Waterford School District,8,ELA,Female,105,108,104,107,93,88,37.10%,44.40%,34.60%,51.40%,48.40%,26.10%,54.50%,57.20%,48.00%,68.00%,69.40%,42.20%
1520011,Waterford School District,8,ELA,Male,116,110,101,86,95,87,31.90%,29.10%,35.60%,47.70%,36.80%,27.60%,48.40%,46.30%,48.40%,66.80%,52.20%,41.10%
1520011,Waterford School District,8,Math,Female,106,109,104,107,93,87,39.60%,47.70%,43.30%,61.70%,55.90%,29.90%,53.60%,63.20%,63.80%,77.20%,74.10%,47.00%
1520011,Waterford School District,8,Math,Male,116,110,101,86,93,87,36.20%,39.10%,39.60%,61.60%,43.00%,31.00%,48.00%,54.80%,56.50%,78.70%,68.00%,40.80%
1530011,Watertown School District,4,ELA,Female,92,97,89,83,86,89,44.60%,51.50%,53.90%,49.40%,30.20%,32.60%,73.60%,75.00%,77.20%,67.20%,60.60%,56.60%
1530011,Watertown School District,4,ELA,Male,111,115,99,107,97,101,44.10%,44.30%,46.50%,39.30%,23.70%,39.60%,71.90%,74.00%,67.90%,63.70%,50.60%,66.60%
1530011,Watertown School District,4,Math,Female,92,97,89,83,86,89,26.10%,32.00%,37.10%,42.20%,51.20%,42.70%,55.70%,69.00%,69.50%,69.00%,80.30%,75.20%
1530011,Watertown School District,4,Math,Male,111,115,99,107,97,100,37.80%,40.90%,49.50%,55.10%,55.70%,43.00%,66.30%,73.00%,74.10%,78.20%,83.30%,72.90%
1530011,Watertown School District,5,ELA,Female,93,94,100,91,87,87,39.80%,42.60%,46.00%,35.20%,36.80%,27.60%,62.60%,63.60%,68.40%,60.70%,60.50%,48.30%
1530011,Watertown School District,5,ELA,Male,113,108,119,97,95,103,39.80%,36.10%,38.70%,35.10%,34.70%,25.20%,62.70%,57.90%,64.90%,54.10%,58.30%,46.40%
1530011,Watertown School District,5,Math,Female,93,94,100,91,87,87,31.20%,42.60%,37.00%,39.60%,35.60%,13.80%,52.80%,64.80%,64.70%,63.90%,60.20%,38.10%
1530011,Watertown School District,5,Math,Male,113,108,118,97,94,103,26.50%,43.50%,38.10%,38.10%,43.60%,23.30%,52.00%,66.80%,63.90%,60.30%,63.80%,43.00%
1530011,Watertown School District,6,ELA,Female,103,95,98,107,71,80,57.30%,33.70%,40.80%,28.00%,40.80%,42.50%,74.10%,55.60%,56.30%,50.70%,63.40%,62.70%
1530011,Watertown School District,6,ELA,Male,116,110,113,116,103,92,50.00%,41.80%,34.50%,27.60%,43.70%,34.80%,74.00%,59.60%,52.70%,46.90%,60.60%,59.50%
1530011,Watertown School District,6,Math,Female,103,95,98,107,71,80,35.90%,41.10%,49.00%,24.30%,50.70%,46.30%,56.60%,66.00%,68.10%,38.80%,71.00%,60.70%
1530011,Watertown School District,6,Math,Male,116,109,113,115,103,92,26.70%,42.20%,30.10%,20.90%,36.90%,39.10%,48.70%,63.70%,50.40%,35.70%,56.40%,58.20%
1530011,Watertown School District,7,ELA,Female,96,101,101,100,77,77,57.30%,48.50%,56.40%,53.00%,39.00%,33.80%,75.80%,66.50%,72.20%,66.70%,61.30%,52.90%
1530011,Watertown School District,7,ELA,Male,106,120,109,120,103,103,47.20%,42.50%,45.90%,43.30%,45.60%,29.10%,66.10%,64.20%,65.30%,63.50%,64.10%,47.20%
1530011,Watertown School District,7,Math,Female,96,101,100,100,77,77,63.50%,62.40%,71.00%,48.00%,71.40%,53.20%,82.80%,79.50%,87.90%,67.70%,89.00%,73.70%
1530011,Watertown School District,7,Math,Male,106,120,108,119,103,103,57.50%,56.70%,58.30%,50.40%,77.70%,58.30%,77.10%,75.10%,76.20%,66.40%,95.30%,76.60%
1530011,Watertown School District,8,ELA,Female,104,97,107,95,88,82,37.50%,34.00%,47.70%,38.90%,45.50%,30.50%,55.80%,48.30%,64.50%,55.20%,58.10%,47.10%
1530011,Watertown School District,8,ELA,Male,111,108,118,107,102,106,39.60%,30.60%,39.00%,35.50%,44.10%,17.90%,61.00%,45.50%,60.60%,50.40%,62.30%,29.60%
1530011,Watertown School District,8,Math,Female,104,95,107,94,85,82,37.50%,44.20%,31.80%,30.90%,48.20%,19.50%,58.10%,58.30%,49.10%,46.50%,67.20%,36.40%
1530011,Watertown School District,8,Math,Male,111,107,118,107,101,105,27.00%,41.10%,26.30%,23.40%,46.50%,27.60%,46.20%,54.10%,38.10%,38.50%,63.40%,39.80%
1550011,West Hartford School District,4,ELA,Female,335,352,338,309,314,322,55.80%,46.30%,51.50%,47.20%,53.20%,55.90%,77.40%,67.80%,74.20%,70.80%,73.40%,76.40%
1550011,West Hartford School District,4,ELA,Male,341,343,363,322,291,313,50.40%,46.60%,49.00%,47.50%,46.70%,48.60%,74.60%,66.10%,69.60%,69.00%,68.40%,71.30%
1550011,West Hartford School District,4,Math,Female,336,352,340,308,313,323,54.80%,50.30%,48.80%,52.30%,56.50%,53.90%,81.90%,76.90%,75.50%,75.70%,79.90%,78.20%
1550011,West Hartford School District,4,Math,Male,345,343,363,321,286,310,58.80%,55.70%,52.30%,52.00%,53.50%,63.20%,83.00%,81.60%,77.80%,76.30%,77.00%,84.30%
1550011,West Hartford School District,5,ELA,Female,362,342,352,346,319,331,48.90%,45.60%,49.70%,50.00%,48.30%,43.80%,69.80%,65.30%,74.20%,70.70%,70.80%,62.80%
1550011,West Hartford School District,5,ELA,Male,359,359,353,368,313,307,38.40%,41.80%,43.60%,45.90%,45.00%,37.80%,59.90%,63.50%,64.10%,65.90%,66.10%,57.90%
1550011,West Hartford School District,5,Math,Female,362,340,352,345,318,330,51.90%,44.40%,50.30%,50.70%,47.50%,41.20%,73.90%,64.50%,70.30%,72.80%,64.90%,61.60%
1550011,West Hartford School District,5,Math,Male,359,358,353,370,311,308,56.50%,45.80%,49.30%,57.00%,44.40%,48.40%,78.60%,64.00%,69.40%,77.80%,63.50%,66.50%
1550011,West Hartford School District,6,ELA,Female,355,342,338,332,310,320,42.50%,41.80%,39.90%,39.50%,47.40%,40.60%,59.90%,57.10%,55.90%,54.20%,63.60%,56.60%
1550011,West Hartford School District,6,ELA,Male,371,339,345,341,291,302,40.20%,41.30%,39.70%,37.50%,37.50%,38.10%,54.90%,58.20%,55.50%,52.90%,53.80%,55.00%
1550011,West Hartford School District,6,Math,Female,355,341,339,332,305,318,36.10%,49.60%,43.70%,37.30%,43.30%,48.40%,55.70%,68.20%,64.20%,53.40%,59.70%,67.00%
1550011,West Hartford School District,6,Math,Male,369,339,345,339,286,300,40.70%,44.50%,41.20%,37.80%,49.70%,49.70%,58.40%,61.30%,56.60%,54.50%,64.60%,66.30%
1550011,West Hartford School District,7,ELA,Female,371,365,353,341,304,316,45.30%,45.80%,41.90%,55.40%,52.30%,40.20%,60.20%,64.20%,58.30%,74.70%,73.30%,58.60%
1550011,West Hartford School District,7,ELA,Male,360,374,339,367,310,305,40.00%,45.50%,31.90%,47.70%,41.90%,39.30%,54.40%,63.70%,51.70%,66.20%,61.20%,57.30%
