"Smarter Balanced Growth Report, Trend",,,,,,,,,,,,,,,,,,,,,,,
"All Districts, ELA and Math, All Grades, All Students",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Number ofMatched Students,,,,,,Growth Rate,,,,,,Average Percentageof Target Achieved,,,,,
,,,,,,School Year,,,,,,School Year,,,,,,School Year,,,,,
District Code,District,School Code,School,Grade,Subject,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23
0930011,New Haven School District,0930711,Hill Central Music Academy,7,ELA,48,43,48,50,40,42,37.50%,27.90%,33.30%,20.00%,17.50%,9.50%,55.90%,51.50%,62.00%,47.90%,36.20%,23.30%
0930011,New Haven School District,0930711,Hill Central Music Academy,7,Math,48,43,48,50,38,40,41.70%,30.20%,29.20%,34.00%,44.70%,15.00%,64.00%,55.90%,48.10%,51.30%,59.30%,29.30%
0930011,New Haven School District,0930711,Hill Central Music Academy,8,ELA,44,41,49,47,32,48,38.60%,26.80%,32.70%,27.70%,12.50%,18.80%,61.00%,51.10%,58.60%,48.40%,31.70%,41.20%
0930011,New Haven School District,0930711,Hill Central Music Academy,8,Math,45,40,49,47,30,44,40.00%,37.50%,34.70%,17.00%,16.70%,11.40%,53.20%,56.40%,53.10%,34.20%,41.70%,24.10%
0930011,New Haven School District,0931311,John C. Daniels,4,ELA,44,46,48,62,40,46,27.30%,26.10%,20.80%,50.00%,27.50%,43.50%,56.60%,59.20%,45.80%,75.50%,50.50%,71.10%
0930011,New Haven School District,0931311,John C. Daniels,4,Math,45,46,47,62,41,46,28.90%,26.10%,34.00%,12.90%,29.30%,43.50%,61.30%,57.10%,67.00%,45.90%,57.60%,77.90%
0930011,New Haven School District,0931311,John C. Daniels,5,ELA,48,48,53,39,37,46,52.10%,39.60%,52.80%,38.50%,51.40%,39.10%,85.50%,67.00%,70.90%,67.60%,75.70%,66.80%
0930011,New Haven School District,0931311,John C. Daniels,5,Math,48,48,53,39,38,46,39.60%,20.80%,28.30%,23.10%,52.60%,41.30%,62.40%,47.90%,46.90%,40.30%,76.50%,67.10%
0930011,New Haven School District,0931311,John C. Daniels,6,ELA,41,43,46,48,40,41,41.50%,23.30%,39.10%,47.90%,47.50%,29.30%,65.80%,41.30%,61.40%,69.90%,66.70%,51.60%
0930011,New Haven School District,0931311,John C. Daniels,6,Math,41,41,46,48,38,41,34.10%,39.00%,45.70%,29.20%,63.20%,46.30%,64.10%,55.30%,71.20%,54.00%,79.00%,71.00%
0930011,New Haven School District,0931311,John C. Daniels,7,ELA,44,40,43,46,48,39,38.60%,30.00%,18.60%,37.00%,41.70%,33.30%,61.90%,46.10%,37.60%,63.40%,64.20%,63.20%
0930011,New Haven School District,0931311,John C. Daniels,7,Math,45,40,41,46,46,39,48.90%,45.00%,22.00%,21.70%,23.90%,28.20%,61.20%,60.90%,35.40%,44.40%,44.10%,41.20%
0930011,New Haven School District,0931311,John C. Daniels,8,ELA,40,44,43,43,33,47,35.00%,34.10%,30.20%,25.60%,33.30%,23.40%,49.80%,55.40%,48.50%,45.50%,50.90%,43.20%
0930011,New Haven School District,0931311,John C. Daniels,8,Math,40,44,43,43,26,45,62.50%,38.60%,32.60%,16.30%,26.90%,28.90%,79.50%,55.50%,47.30%,26.60%,41.60%,43.10%
0930011,New Haven School District,0930811,John S. Martinez Sea and Sky STEM School,4,ELA,73,48,53,52,42,54,39.70%,27.10%,41.50%,34.60%,57.10%,22.20%,66.50%,55.80%,72.50%,58.00%,83.90%,58.00%
0930011,New Haven School District,0930811,John S. Martinez Sea and Sky STEM School,4,Math,73,48,53,52,41,54,49.30%,35.40%,32.10%,28.80%,53.70%,59.30%,85.30%,62.10%,61.90%,65.50%,83.30%,81.30%
0930011,New Haven School District,0930811,John S. Martinez Sea and Sky STEM School,5,ELA,53,75,53,52,44,49,39.60%,18.70%,35.80%,30.80%,40.90%,28.60%,67.00%,48.40%,69.30%,54.80%,77.30%,47.80%
0930011,New Haven School District,0930811,John S. Martinez Sea and Sky STEM School,5,Math,53,75,53,52,43,49,54.70%,52.00%,39.60%,38.50%,53.50%,49.00%,74.10%,75.10%,70.10%,67.30%,78.10%,72.00%
0930011,New Haven School District,0930811,John S. Martinez Sea and Sky STEM School,6,ELA,47,49,76,52,34,49,46.80%,22.40%,55.30%,46.20%,44.10%,26.50%,80.60%,42.60%,77.50%,69.80%,62.70%,51.30%
0930011,New Haven School District,0930811,John S. Martinez Sea and Sky STEM School,6,Math,48,49,76,52,35,49,52.10%,53.10%,35.50%,57.70%,57.10%,32.70%,72.70%,69.60%,55.30%,73.30%,74.70%,49.70%
0930011,New Haven School District,0930811,John S. Martinez Sea and Sky STEM School,7,ELA,52,46,53,73,40,46,46.20%,41.30%,64.20%,30.10%,40.00%,45.70%,69.10%,61.60%,83.60%,57.60%,63.00%,69.30%
0930011,New Haven School District,0930811,John S. Martinez Sea and Sky STEM School,7,Math,52,46,53,73,38,46,51.90%,71.70%,56.60%,60.30%,52.60%,52.20%,74.40%,88.90%,73.90%,83.20%,78.30%,73.20%
0930011,New Haven School District,0930811,John S. Martinez Sea and Sky STEM School,8,ELA,52,50,46,53,43,52,46.20%,36.00%,26.10%,24.50%,53.50%,26.90%,67.10%,54.40%,47.50%,42.00%,72.20%,47.60%
0930011,New Haven School District,0930811,John S. Martinez Sea and Sky STEM School,8,Math,52,50,46,53,42,52,76.90%,56.00%,45.70%,41.50%,52.40%,38.50%,91.20%,72.10%,58.10%,60.40%,68.50%,50.50%
0930011,New Haven School District,0933011,King/Robinson Magnet School,4,ELA,40,55,52,48,37,41,30.00%,16.40%,40.40%,20.80%,37.80%,41.50%,64.20%,42.60%,62.80%,45.80%,65.90%,70.30%
0930011,New Haven School District,0933011,King/Robinson Magnet School,4,Math,40,56,52,48,36,41,27.50%,10.70%,19.20%,27.10%,41.70%,51.20%,63.40%,36.30%,50.30%,51.50%,72.70%,73.40%
0930011,New Haven School District,0933011,King/Robinson Magnet School,5,ELA,45,43,66,51,47,37,28.90%,16.30%,30.30%,25.50%,17.00%,13.50%,55.30%,33.60%,54.80%,51.20%,42.30%,35.90%
0930011,New Haven School District,0933011,King/Robinson Magnet School,5,Math,45,43,65,51,46,37,68.90%,39.50%,32.30%,39.20%,30.40%,21.60%,88.40%,57.50%,61.80%,64.90%,45.90%,43.70%
0930011,New Haven School District,0933011,King/Robinson Magnet School,6,ELA,47,45,41,62,37,43,36.20%,15.60%,24.40%,51.60%,24.30%,46.50%,56.90%,32.00%,42.10%,70.50%,47.50%,61.20%
0930011,New Haven School District,0933011,King/Robinson Magnet School,6,Math,47,45,41,62,37,42,27.70%,11.10%,31.70%,46.80%,45.90%,40.50%,50.40%,29.70%,52.90%,69.70%,63.80%,58.90%
0930011,New Haven School District,0933011,King/Robinson Magnet School,7,ELA,48,43,47,50,36,40,31.30%,16.30%,27.70%,48.00%,16.70%,35.00%,56.10%,40.80%,51.20%,72.20%,37.90%,58.90%
0930011,New Haven School District,0933011,King/Robinson Magnet School,7,Math,48,42,46,50,35,40,47.90%,45.20%,37.00%,50.00%,45.70%,35.00%,72.20%,64.60%,57.60%,65.30%,62.90%,57.10%
0930011,New Haven School District,0933011,King/Robinson Magnet School,8,ELA,52,49,40,48,41,39,42.30%,18.40%,20.00%,45.80%,36.60%,41.00%,63.90%,40.20%,42.20%,75.70%,55.20%,58.40%
0930011,New Haven School District,0933011,King/Robinson Magnet School,8,Math,51,46,39,48,41,39,37.30%,32.60%,25.60%,29.20%,34.10%,30.80%,51.10%,47.50%,35.70%,40.00%,43.30%,47.60%
0930011,New Haven School District,0932011,Lincoln-Bassett School,4,ELA,39,44,44,39,28,33,56.40%,31.80%,9.10%,15.40%,17.90%,24.20%,86.10%,52.90%,35.70%,39.20%,48.00%,56.60%
0930011,New Haven School District,0932011,Lincoln-Bassett School,4,Math,39,44,44,39,29,33,69.20%,45.50%,6.80%,25.60%,51.70%,30.30%,97.50%,80.00%,25.20%,56.20%,90.40%,68.70%
0930011,New Haven School District,0932011,Lincoln-Bassett School,5,ELA,24,40,44,42,24,28,54.20%,20.00%,11.40%,21.40%,33.30%,46.40%,85.20%,46.20%,36.80%,51.90%,53.70%,73.80%
0930011,New Haven School District,0932011,Lincoln-Bassett School,5,Math,24,40,44,42,24,28,66.70%,7.50%,6.80%,38.10%,33.30%,14.30%,88.70%,30.20%,16.00%,59.40%,51.50%,42.20%
0930011,New Haven School District,0932011,Lincoln-Bassett School,6,ELA,22,25,39,36,15,29,18.20%,32.00%,48.70%,22.20%,*,75.90%,57.60%,49.30%,63.90%,43.80%,*,94.80%
0930011,New Haven School District,0932011,Lincoln-Bassett School,6,Math,22,25,39,36,14,29,72.70%,64.00%,33.30%,16.70%,*,37.90%,96.10%,88.60%,63.90%,33.40%,*,56.70%
0930011,New Haven School District,0931911,Mauro-Sheridan Magnet School,4,ELA,52,49,58,70,44,51,19.20%,28.60%,56.90%,40.00%,52.30%,49.00%,52.90%,50.80%,78.30%,64.80%,77.30%,73.50%
0930011,New Haven School District,0931911,Mauro-Sheridan Magnet School,4,Math,51,49,58,70,43,50,43.10%,18.40%,56.90%,34.30%,69.80%,38.00%,77.50%,50.40%,83.30%,62.10%,94.80%,68.60%
0930011,New Haven School District,0931911,Mauro-Sheridan Magnet School,5,ELA,42,49,51,67,51,46,61.90%,38.80%,43.10%,37.30%,35.30%,19.60%,76.40%,73.80%,69.20%,60.80%,50.40%,49.70%
0930011,New Haven School District,0931911,Mauro-Sheridan Magnet School,5,Math,41,49,51,67,50,46,46.30%,55.10%,45.10%,28.40%,46.00%,15.20%,72.10%,77.20%,66.10%,46.20%,59.40%,28.20%
0930011,New Haven School District,0931911,Mauro-Sheridan Magnet School,6,ELA,44,43,49,52,43,45,38.60%,41.90%,32.70%,34.60%,46.50%,44.40%,54.70%,58.70%,57.90%,54.00%,69.40%,68.50%
0930011,New Haven School District,0931911,Mauro-Sheridan Magnet School,6,Math,44,42,49,52,39,45,36.40%,47.60%,46.90%,57.70%,53.80%,26.70%,53.50%,67.40%,71.20%,76.00%,80.00%,41.30%
0930011,New Haven School District,0931911,Mauro-Sheridan Magnet School,7,ELA,46,44,42,49,62,54,63.00%,47.70%,42.90%,44.90%,43.50%,46.30%,86.00%,69.40%,63.10%,61.30%,65.30%,61.10%
0930011,New Haven School District,0931911,Mauro-Sheridan Magnet School,7,Math,45,44,41,49,59,54,62.20%,45.50%,48.80%,22.40%,49.20%,29.60%,82.20%,62.50%,62.50%,36.80%,69.40%,45.30%
0930011,New Haven School District,0931911,Mauro-Sheridan Magnet School,8,ELA,43,45,41,46,61,61,58.10%,26.70%,39.00%,19.60%,41.00%,29.50%,76.30%,46.70%,56.90%,41.30%,54.90%,50.60%
0930011,New Haven School District,0931911,Mauro-Sheridan Magnet School,8,Math,43,45,41,46,58,59,53.50%,57.80%,51.20%,56.50%,37.90%,18.60%,65.40%,69.80%,68.00%,72.70%,50.90%,37.90%
0930011,New Haven School District,0931411,Nathan Hale School,4,ELA,47,50,43,47,38,36,63.80%,44.00%,37.20%,42.60%,39.50%,41.70%,84.30%,74.60%,70.10%,63.20%,62.40%,71.00%
0930011,New Haven School District,0931411,Nathan Hale School,4,Math,47,50,43,47,38,36,57.40%,36.00%,18.60%,31.90%,65.80%,22.20%,80.20%,67.20%,52.90%,56.60%,91.40%,56.10%
0930011,New Haven School District,0931411,Nathan Hale School,5,ELA,47,46,50,48,59,45,25.50%,17.40%,26.00%,18.80%,27.10%,26.70%,53.90%,46.60%,54.70%,37.90%,52.50%,56.00%
0930011,New Haven School District,0931411,Nathan Hale School,5,Math,47,46,50,48,57,45,21.30%,26.10%,24.00%,14.60%,31.60%,13.30%,49.10%,51.50%,45.80%,24.30%,45.70%,27.30%
0930011,New Haven School District,0931411,Nathan Hale School,6,ELA,51,44,43,50,42,67,39.20%,45.50%,34.90%,32.00%,11.90%,32.80%,60.30%,66.30%,55.70%,58.30%,36.80%,57.50%
0930011,New Haven School District,0931411,Nathan Hale School,6,Math,51,44,43,50,42,67,35.30%,36.40%,51.20%,38.00%,16.70%,40.30%,59.60%,58.90%,69.30%,60.50%,37.80%,61.20%
0930011,New Haven School District,0931411,Nathan Hale School,7,ELA,39,49,45,45,43,46,53.80%,49.00%,28.90%,31.10%,37.20%,34.80%,73.60%,62.60%,55.10%,47.60%,56.20%,60.70%
0930011,New Haven School District,0931411,Nathan Hale School,7,Math,39,49,45,45,40,47,51.30%,42.90%,46.70%,22.20%,32.50%,34.00%,70.20%,68.90%,68.10%,40.80%,57.60%,52.00%
0930011,New Haven School District,0931411,Nathan Hale School,8,ELA,46,43,51,47,43,46,30.40%,25.60%,47.10%,23.40%,39.50%,32.60%,54.50%,41.20%,62.10%,38.40%,55.50%,49.90%
0930011,New Haven School District,0931411,Nathan Hale School,8,Math,46,42,51,47,40,44,45.70%,40.50%,33.30%,12.80%,37.50%,15.90%,61.10%,53.00%,45.80%,16.90%,52.70%,30.30%
0930011,New Haven School District,0937711,Nathan Hale Self Contained ID,4,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0937711,Nathan Hale Self Contained ID,4,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0937711,Nathan Hale Self Contained ID,5,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0937711,Nathan Hale Self Contained ID,5,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0937711,Nathan Hale Self Contained ID,6,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0937711,Nathan Hale Self Contained ID,6,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0933511,Quinnipiac Real World Math STEM School,4,ELA,39,72,57,35,*,*,61.50%,30.60%,36.80%,34.30%,*,*,86.20%,52.60%,75.60%,60.70%,*,*
0930011,New Haven School District,0933511,Quinnipiac Real World Math STEM School,4,Math,39,71,57,35,*,*,33.30%,4.20%,17.50%,17.10%,*,*,69.70%,32.00%,52.20%,54.50%,*,*
0930011,New Haven School District,0933511,Quinnipiac Real World Math STEM School,5,ELA,*,32,50,46,*,*,*,6.30%,38.00%,17.40%,*,*,*,42.70%,64.70%,42.40%,*,*
0930011,New Haven School District,0933511,Quinnipiac Real World Math STEM School,5,Math,*,32,50,46,*,*,*,53.10%,84.00%,60.90%,*,*,*,79.50%,100.00%,81.40%,*,*
0930011,New Haven School District,0934211,Roberto Clemente Leadership Academy for Global Awareness,4,ELA,42,38,41,53,37,47,26.20%,21.10%,19.50%,15.10%,27.00%,21.30%,63.80%,49.00%,47.80%,33.40%,51.60%,48.20%
0930011,New Haven School District,0934211,Roberto Clemente Leadership Academy for Global Awareness,4,Math,43,38,41,53,36,47,53.50%,23.70%,17.10%,20.80%,47.20%,36.20%,87.80%,57.00%,45.10%,52.80%,76.10%,70.50%
0930011,New Haven School District,0934211,Roberto Clemente Leadership Academy for Global Awareness,5,ELA,41,47,46,44,33,38,46.30%,31.90%,21.70%,20.50%,18.20%,7.90%,79.40%,56.90%,51.60%,48.00%,45.50%,29.10%
0930011,New Haven School District,0934211,Roberto Clemente Leadership Academy for Global Awareness,5,Math,41,47,46,44,30,37,78.00%,27.70%,37.00%,47.70%,36.70%,18.90%,96.80%,54.70%,52.90%,69.90%,65.40%,49.00%
0930011,New Haven School District,0934211,Roberto Clemente Leadership Academy for Global Awareness,6,ELA,59,37,48,47,27,42,47.50%,24.30%,50.00%,44.70%,29.60%,31.00%,73.80%,45.10%,76.20%,67.80%,59.80%,56.70%
0930011,New Haven School District,0934211,Roberto Clemente Leadership Academy for Global Awareness,6,Math,70,37,48,47,26,40,32.90%,43.20%,56.30%,57.40%,30.80%,25.00%,51.60%,63.90%,80.30%,73.00%,45.10%,38.10%
0930011,New Haven School District,0934211,Roberto Clemente Leadership Academy for Global Awareness,7,ELA,46,64,49,47,30,42,30.40%,32.80%,24.50%,19.10%,13.30%,11.90%,47.30%,52.70%,47.60%,42.00%,44.10%,28.70%
0930011,New Haven School District,0934211,Roberto Clemente Leadership Academy for Global Awareness,7,Math,52,64,49,47,29,41,46.20%,25.00%,8.20%,10.60%,55.20%,51.20%,67.70%,45.40%,19.30%,24.70%,78.30%,67.30%
0930011,New Haven School District,0934211,Roberto Clemente Leadership Academy for Global Awareness,8,ELA,46,56,59,44,26,47,47.80%,30.40%,25.40%,31.80%,23.10%,19.10%,69.50%,48.00%,41.30%,55.00%,35.20%,29.20%
0930011,New Haven School District,0934211,Roberto Clemente Leadership Academy for Global Awareness,8,Math,51,56,59,44,24,47,27.50%,17.90%,15.30%,13.60%,29.20%,8.50%,42.20%,30.50%,31.90%,22.60%,45.30%,22.80%
0930011,New Haven School District,0931011,Ross/Woodward School,4,ELA,66,67,62,63,61,65,22.70%,28.40%,38.70%,33.30%,39.30%,24.60%,55.10%,59.90%,64.00%,64.20%,62.60%,55.70%
0930011,New Haven School District,0931011,Ross/Woodward School,4,Math,66,67,62,63,60,65,9.10%,19.40%,25.80%,15.90%,21.70%,21.50%,41.70%,48.90%,59.20%,56.60%,60.60%,55.60%
0930011,New Haven School District,0931011,Ross/Woodward School,5,ELA,65,64,67,61,53,55,32.30%,29.70%,28.40%,18.00%,26.40%,30.90%,55.80%,58.60%,49.60%,40.10%,47.50%,55.20%
0930011,New Haven School District,0931011,Ross/Woodward School,5,Math,65,63,67,61,47,55,26.20%,54.00%,13.40%,19.70%,42.60%,45.50%,46.90%,75.90%,34.90%,40.50%,61.30%,65.80%
0930011,New Haven School District,0931011,Ross/Woodward School,6,ELA,62,62,63,69,45,64,27.40%,32.30%,34.90%,31.90%,17.80%,34.40%,52.80%,57.40%,56.00%,54.30%,31.30%,56.10%
0930011,New Haven School District,0931011,Ross/Woodward School,6,Math,62,62,63,69,43,63,29.00%,37.10%,27.00%,21.70%,20.90%,9.50%,41.90%,54.20%,49.20%,39.00%,37.00%,16.80%
0930011,New Haven School District,0931011,Ross/Woodward School,7,ELA,63,58,58,63,47,47,33.30%,32.80%,25.90%,23.80%,21.30%,38.30%,55.80%,49.70%,49.10%,47.10%,38.70%,58.00%
0930011,New Haven School District,0931011,Ross/Woodward School,7,Math,63,58,58,63,44,46,17.50%,27.60%,19.00%,22.20%,22.70%,37.00%,38.20%,45.10%,30.80%,36.30%,43.50%,58.60%
0930011,New Haven School District,0931011,Ross/Woodward School,8,ELA,62,61,55,56,42,44,29.00%,32.80%,30.90%,23.20%,47.60%,36.40%,47.60%,49.70%,46.20%,47.30%,62.20%,62.50%
0930011,New Haven School District,0931011,Ross/Woodward School,8,Math,62,61,55,56,36,44,27.40%,27.90%,10.90%,30.40%,22.20%,27.30%,44.50%,48.50%,31.10%,50.60%,37.90%,39.70%
0930011,New Haven School District,0932911,Truman School,4,ELA,41,48,44,40,41,44,39.00%,43.80%,63.60%,47.50%,51.20%,38.60%,73.80%,63.50%,86.90%,73.70%,77.00%,68.30%
0930011,New Haven School District,0932911,Truman School,4,Math,43,48,44,40,40,44,44.20%,39.60%,40.90%,42.50%,42.50%,63.60%,77.20%,66.70%,67.00%,79.00%,79.20%,87.90%
0930011,New Haven School District,0932911,Truman School,5,ELA,48,49,58,56,50,48,54.20%,30.60%,27.60%,30.40%,26.00%,12.50%,82.50%,55.50%,50.40%,56.20%,55.10%,41.10%
0930011,New Haven School District,0932911,Truman School,5,Math,49,49,58,55,48,47,71.40%,51.00%,44.80%,80.00%,56.30%,63.80%,90.80%,75.60%,66.90%,93.70%,73.30%,78.70%
0930011,New Haven School District,0932911,Truman School,6,ELA,44,56,56,63,40,52,29.50%,33.90%,50.00%,34.90%,45.00%,46.20%,58.20%,64.10%,74.40%,59.90%,65.00%,66.30%
0930011,New Haven School District,0932911,Truman School,6,Math,44,56,56,63,37,52,52.30%,30.40%,32.10%,34.90%,43.20%,36.50%,79.10%,53.90%,48.40%,51.00%,58.50%,54.10%
0930011,New Haven School District,0932911,Truman School,7,ELA,34,45,52,59,40,43,23.50%,24.40%,9.60%,39.00%,15.00%,30.20%,47.70%,50.80%,26.90%,58.30%,39.60%,53.40%
0930011,New Haven School District,0932911,Truman School,7,Math,34,45,52,58,35,43,29.40%,11.10%,7.70%,13.80%,25.70%,20.90%,59.20%,24.60%,17.20%,38.60%,44.10%,33.70%
0930011,New Haven School District,0932911,Truman School,8,ELA,46,39,48,50,52,46,26.10%,33.30%,29.20%,32.00%,28.80%,43.50%,47.80%,50.00%,48.80%,57.90%,38.40%,60.70%
0930011,New Haven School District,0932911,Truman School,8,Math,45,39,48,49,52,45,51.10%,20.50%,12.50%,38.80%,13.50%,26.70%,64.60%,26.70%,22.80%,49.00%,22.70%,45.10%
0930011,New Haven School District,0934911,West Rock Authors Academy,4,ELA,19,38,25,35,*,*,*,28.90%,24.00%,5.70%,*,*,*,53.80%,49.70%,15.90%,*,*
0930011,New Haven School District,0934911,West Rock Authors Academy,4,Math,19,38,25,35,*,*,*,13.20%,24.00%,5.70%,*,*,*,34.50%,48.60%,28.30%,*,*
0930011,New Haven School District,0938611,Wexler Grant Self Contained,4,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0938611,Wexler Grant Self Contained,4,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0938611,Wexler Grant Self Contained,5,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0938611,Wexler Grant Self Contained,5,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0938611,Wexler Grant Self Contained,7,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0938611,Wexler Grant Self Contained,7,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
0930011,New Haven School District,0933211,Wexler/Grant Community School,4,ELA,42,42,38,31,32,30,28.60%,28.60%,13.20%,35.50%,37.50%,26.70%,51.80%,57.00%,41.10%,60.50%,61.80%,49.30%
0930011,New Haven School District,0933211,Wexler/Grant Community School,4,Math,42,42,38,31,27,30,16.70%,4.80%,7.90%,45.20%,33.30%,30.00%,49.40%,36.50%,37.10%,80.90%,75.80%,58.50%
0930011,New Haven School District,0933211,Wexler/Grant Community School,5,ELA,38,44,40,30,20,35,18.40%,20.50%,22.50%,43.30%,15.00%,17.10%,49.90%,49.70%,47.70%,72.20%,46.40%,40.90%
0930011,New Haven School District,0933211,Wexler/Grant Community School,5,Math,38,44,40,30,17,35,21.10%,13.60%,20.00%,66.70%,*,25.70%,40.50%,28.70%,39.90%,77.10%,*,46.20%
0930011,New Haven School District,0933211,Wexler/Grant Community School,6,ELA,24,33,44,37,34,21,25.00%,51.50%,38.60%,48.60%,47.10%,33.30%,58.80%,77.20%,60.30%,68.20%,69.00%,60.00%
0930011,New Haven School District,0933211,Wexler/Grant Community School,6,Math,24,33,44,37,28,21,20.80%,18.20%,36.40%,35.10%,42.90%,42.90%,39.40%,29.90%,59.30%,63.70%,58.70%,51.30%
0930011,New Haven School District,0933211,Wexler/Grant Community School,7,ELA,30,25,35,40,31,35,20.00%,36.00%,17.10%,47.50%,41.90%,8.60%,50.20%,59.50%,50.50%,71.50%,59.30%,29.10%
0930011,New Haven School District,0933211,Wexler/Grant Community School,7,Math,30,25,35,40,26,35,26.70%,12.00%,42.90%,42.50%,38.50%,42.90%,43.70%,36.40%,63.50%,62.10%,58.60%,50.70%
0930011,New Haven School District,0933211,Wexler/Grant Community School,8,ELA,21,36,29,30,35,32,47.60%,22.20%,34.50%,36.70%,45.70%,9.40%,65.30%,44.10%,58.30%,61.00%,59.00%,20.90%
0930011,New Haven School District,0933211,Wexler/Grant Community School,8,Math,21,36,29,29,32,32,28.60%,13.90%,31.00%,27.60%,25.00%,18.80%,47.90%,24.80%,43.30%,41.20%,45.20%,43.70%
0930011,New Haven School District,0933811,Worthington Hooker School,4,ELA,32,45,39,43,37,40,65.60%,51.10%,69.20%,55.80%,43.20%,52.50%,87.90%,65.80%,86.10%,73.40%,59.20%,79.70%
0930011,New Haven School District,0933811,Worthington Hooker School,4,Math,32,45,39,43,37,40,31.30%,33.30%,51.30%,51.20%,54.10%,65.00%,63.50%,53.90%,73.00%,69.20%,76.80%,88.50%
0930011,New Haven School District,0933811,Worthington Hooker School,5,ELA,39,32,46,40,39,38,59.00%,46.90%,52.20%,62.50%,61.50%,71.10%,82.60%,69.90%,70.80%,82.10%,80.70%,86.10%
0930011,New Haven School District,0933811,Worthington Hooker School,5,Math,38,32,46,40,38,38,65.80%,56.30%,69.60%,70.00%,84.20%,78.90%,83.60%,72.30%,89.70%,85.00%,95.40%,95.00%
0930011,New Haven School District,0933811,Worthington Hooker School,6,ELA,38,43,33,42,44,34,76.30%,39.50%,48.50%,45.20%,45.50%,55.90%,85.70%,51.10%,63.80%,61.30%,66.20%,66.80%
0930011,New Haven School District,0933811,Worthington Hooker School,6,Math,38,42,33,42,44,33,78.90%,45.20%,69.70%,45.20%,65.90%,75.80%,96.50%,65.20%,86.50%,65.60%,80.20%,89.30%
0930011,New Haven School District,0933811,Worthington Hooker School,7,ELA,36,31,42,40,30,42,55.60%,48.40%,57.10%,57.50%,76.70%,50.00%,68.70%,66.90%,74.90%,69.30%,90.90%,64.10%
0930011,New Haven School District,0933811,Worthington Hooker School,7,Math,37,31,42,40,29,42,67.60%,32.30%,54.80%,37.50%,34.50%,47.60%,81.60%,59.40%,66.80%,59.40%,58.20%,62.80%
0930011,New Haven School District,0933811,Worthington Hooker School,8,ELA,27,41,33,44,41,28,59.30%,56.10%,51.50%,52.30%,46.30%,46.40%,73.30%,68.60%,61.40%,68.00%,62.70%,59.70%
0930011,New Haven School District,0933811,Worthington Hooker School,8,Math,29,41,33,44,41,28,58.60%,61.00%,57.60%,61.40%,31.70%,46.40%,71.90%,75.60%,69.20%,74.10%,49.20%,53.50%
0950011,New London School District,0955111,Bennie Dover Jackson Middle School,5,ELA,19,23,*,*,*,*,*,8.70%,*,*,*,*,*,39.80%,*,*,*,*
0950011,New London School District,0955111,Bennie Dover Jackson Middle School,5,Math,19,22,*,*,*,*,*,9.10%,*,*,*,*,*,24.20%,*,*,*,*
0950011,New London School District,0955111,Bennie Dover Jackson Middle School,6,ELA,184,92,83,69,72,91,16.80%,21.70%,32.50%,13.00%,23.60%,25.30%,32.60%,38.80%,55.10%,28.50%,50.70%,50.10%
0950011,New London School District,0955111,Bennie Dover Jackson Middle School,6,Math,187,91,83,69,71,88,24.60%,29.70%,27.70%,14.50%,12.70%,27.30%,45.50%,49.70%,48.80%,26.10%,31.30%,42.60%
0950011,New London School District,0955111,Bennie Dover Jackson Middle School,7,ELA,164,97,96,77,75,89,26.80%,25.80%,31.30%,32.50%,16.00%,22.50%,45.90%,48.70%,50.80%,46.90%,37.80%,40.10%
0950011,New London School District,0955111,Bennie Dover Jackson Middle School,7,Math,167,94,97,77,76,88,38.30%,28.70%,35.10%,39.00%,48.70%,47.70%,59.30%,43.70%,54.30%,55.40%,70.10%,68.30%
0950011,New London School District,0955111,Bennie Dover Jackson Middle School,8,ELA,142,123,108,90,74,108,28.90%,22.80%,37.00%,33.30%,18.90%,25.90%,47.60%,42.70%,60.00%,48.50%,33.40%,51.10%
