"Smarter Balanced Growth Report, Trend",,,,,,,,,,,,,,,,,,,,,,,
"All Districts, ELA and Math, All Grades, All Students",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Number ofMatched Students,,,,,,Growth Rate,,,,,,Average Percentageof Target Achieved,,,,,
,,,,,,School Year,,,,,,School Year,,,,,,School Year,,,,,
District Code,District,School Code,School,Grade,Subject,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23,2015-16,2016-17,2017-18,2018-19,2021-22,2022-23
1510011,Waterbury School District,1515711,North End Bilingual,6,Math,*,*,11,16,6,6,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1515711,North End Bilingual,7,ELA,*,*,13,12,11,15,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1515711,North End Bilingual,7,Math,*,*,13,12,11,15,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1515711,North End Bilingual,8,ELA,*,*,9,15,9,13,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1515711,North End Bilingual,8,Math,*,*,9,15,9,12,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1515311,North End Middle School,6,ELA,275,276,248,283,175,204,31.60%,23.60%,15.30%,26.10%,22.90%,19.60%,53.50%,45.50%,31.00%,47.10%,44.90%,42.50%
1510011,Waterbury School District,1515311,North End Middle School,6,Math,281,276,247,283,173,204,18.10%,23.90%,8.90%,18.70%,20.80%,12.30%,33.40%,39.00%,19.90%,34.30%,35.80%,25.20%
1510011,Waterbury School District,1515311,North End Middle School,7,ELA,291,255,282,251,213,185,38.50%,30.60%,21.30%,45.00%,33.80%,34.60%,61.70%,49.70%,41.80%,66.60%,58.10%,58.90%
1510011,Waterbury School District,1515311,North End Middle School,7,Math,291,255,280,250,205,185,37.50%,31.80%,25.00%,34.40%,37.60%,43.80%,58.60%,48.80%,40.00%,52.50%,56.40%,65.70%
1510011,Waterbury School District,1515311,North End Middle School,8,ELA,274,277,257,285,233,227,32.10%,28.20%,28.00%,46.30%,35.20%,29.50%,54.00%,45.20%,52.20%,68.90%,54.10%,50.30%
1510011,Waterbury School District,1515311,North End Middle School,8,Math,275,277,256,283,221,226,25.80%,26.40%,39.10%,44.90%,23.10%,28.80%,41.10%,44.10%,56.70%,66.90%,38.50%,46.70%
1510011,Waterbury School District,1514811,North End SCOPE,7,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1514811,North End SCOPE,7,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1513411,Reed School,4,ELA,39,47,37,49,34,42,33.30%,23.40%,37.80%,42.90%,32.40%,28.60%,64.30%,51.60%,72.20%,67.80%,51.80%,55.90%
1510011,Waterbury School District,1513411,Reed School,4,Math,39,47,37,49,33,42,33.30%,12.80%,64.90%,59.20%,42.40%,31.00%,67.90%,52.40%,92.20%,85.80%,75.40%,61.90%
1510011,Waterbury School District,1513411,Reed School,5,ELA,50,43,47,38,48,36,46.00%,32.60%,27.70%,26.30%,41.70%,30.60%,66.30%,60.80%,59.60%,49.90%,68.50%,60.10%
1510011,Waterbury School District,1513411,Reed School,5,Math,50,43,47,38,49,36,40.00%,46.50%,42.60%,26.30%,40.80%,13.90%,64.40%,74.60%,63.90%,54.80%,68.10%,35.20%
1510011,Waterbury School District,1513411,Reed School,6,ELA,36,43,53,48,33,42,41.70%,41.90%,32.10%,52.10%,18.20%,21.40%,66.20%,63.10%,58.20%,70.50%,46.80%,41.40%
1510011,Waterbury School District,1513411,Reed School,6,Math,36,43,53,48,32,41,50.00%,41.90%,45.30%,37.50%,9.40%,31.70%,72.10%,61.60%,62.00%,57.90%,14.80%,42.80%
1510011,Waterbury School District,1513411,Reed School,7,ELA,31,39,41,44,38,36,22.60%,20.50%,17.10%,27.30%,26.30%,11.10%,40.80%,38.40%,38.40%,48.80%,45.10%,29.80%
1510011,Waterbury School District,1513411,Reed School,7,Math,31,39,41,44,40,36,29.00%,35.90%,41.50%,29.50%,35.00%,33.30%,46.40%,48.40%,60.30%,43.00%,52.30%,50.70%
1510011,Waterbury School District,1513411,Reed School,8,ELA,23,30,38,37,33,40,26.10%,33.30%,44.70%,29.70%,18.20%,30.00%,43.90%,50.70%,71.30%,49.60%,42.40%,53.50%
1510011,Waterbury School District,1513411,Reed School,8,Math,23,30,38,38,27,40,21.70%,46.70%,55.30%,34.20%,29.60%,12.50%,34.00%,64.40%,71.00%,42.40%,49.50%,23.00%
1510011,Waterbury School District,1512811,Regan School,4,ELA,37,47,45,34,33,38,48.60%,19.10%,24.40%,20.60%,45.50%,23.70%,73.80%,49.10%,53.40%,49.80%,70.90%,56.70%
1510011,Waterbury School District,1512811,Regan School,4,Math,37,47,45,34,33,38,48.60%,14.90%,20.00%,23.50%,54.50%,42.10%,71.90%,43.10%,54.70%,59.40%,82.00%,59.80%
1510011,Waterbury School District,1512811,Regan School,5,ELA,42,42,47,42,36,34,40.50%,31.00%,27.70%,47.60%,50.00%,38.20%,72.10%,52.20%,53.30%,74.50%,78.30%,63.80%
1510011,Waterbury School District,1512811,Regan School,5,Math,42,42,47,42,36,34,19.00%,16.70%,36.20%,38.10%,69.40%,41.20%,38.30%,31.60%,62.70%,56.00%,91.00%,60.50%
1510011,Waterbury School District,1513311,Rotella Interdistrict Magnet School,4,ELA,91,93,90,93,91,90,36.30%,25.80%,45.60%,44.10%,23.10%,20.00%,60.40%,52.50%,70.40%,68.30%,51.50%,48.60%
1510011,Waterbury School District,1513311,Rotella Interdistrict Magnet School,4,Math,91,93,90,92,90,90,65.90%,33.30%,43.30%,54.30%,25.60%,11.10%,94.80%,69.40%,73.30%,84.80%,56.20%,43.50%
1510011,Waterbury School District,1513311,Rotella Interdistrict Magnet School,5,ELA,94,94,93,94,91,96,25.50%,21.30%,39.80%,34.00%,61.50%,56.30%,50.60%,48.30%,67.90%,66.00%,83.20%,82.80%
1510011,Waterbury School District,1513311,Rotella Interdistrict Magnet School,5,Math,94,94,92,94,90,97,20.20%,36.20%,52.20%,68.10%,65.60%,78.40%,36.50%,58.20%,78.80%,82.40%,84.00%,95.60%
1510011,Waterbury School District,1512011,Sprague School,4,ELA,59,74,66,71,53,66,5.10%,18.90%,16.70%,29.60%,30.20%,21.20%,33.80%,48.10%,45.10%,52.30%,55.30%,47.10%
1510011,Waterbury School District,1512011,Sprague School,4,Math,59,74,66,71,53,66,25.40%,10.80%,19.70%,21.10%,26.40%,21.20%,61.50%,38.30%,47.90%,54.10%,54.50%,56.00%
1510011,Waterbury School District,1512011,Sprague School,5,ELA,51,54,67,65,52,54,29.40%,40.70%,16.40%,47.70%,61.50%,37.00%,61.10%,73.80%,46.50%,76.70%,87.90%,68.20%
1510011,Waterbury School District,1512011,Sprague School,5,Math,51,54,67,65,44,54,21.60%,48.10%,34.30%,58.50%,84.10%,42.60%,47.10%,71.70%,56.60%,78.60%,98.60%,66.20%
1510011,Waterbury School District,1519011,State Street School,4,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1519011,State Street School,4,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1519011,State Street School,5,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1519011,State Street School,5,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1519011,State Street School,6,ELA,*,*,*,*,8,*,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1519011,State Street School,6,Math,*,*,*,*,7,*,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1519011,State Street School,7,ELA,*,*,*,10,*,7,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1519011,State Street School,7,Math,*,*,*,9,6,7,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1519011,State Street School,8,ELA,*,6,*,*,6,8,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1519011,State Street School,8,Math,*,6,*,*,6,8,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1514411,Wallace BDLC,6,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1514411,Wallace BDLC,6,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1514411,Wallace BDLC,7,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1514411,Wallace BDLC,7,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1514411,Wallace BDLC,8,ELA,*,*,*,6,*,7,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1514411,Wallace BDLC,8,Math,*,*,*,*,*,6,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1515811,Wallace Bilingual,4,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1515811,Wallace Bilingual,4,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1515811,Wallace Bilingual,6,ELA,*,*,14,14,10,11,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1515811,Wallace Bilingual,6,Math,*,*,14,14,10,11,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1515811,Wallace Bilingual,7,ELA,*,*,17,12,*,7,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1515811,Wallace Bilingual,7,Math,*,*,17,12,*,7,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1515811,Wallace Bilingual,8,ELA,*,*,*,13,6,10,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1515811,Wallace Bilingual,8,Math,*,*,*,13,*,10,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1512211,Walsh School,4,ELA,49,54,51,72,50,51,57.10%,24.10%,39.20%,31.90%,40.00%,27.50%,90.90%,51.10%,66.80%,59.40%,67.40%,47.90%
1510011,Waterbury School District,1512211,Walsh School,4,Math,49,54,50,72,52,51,49.00%,25.90%,18.00%,27.80%,38.50%,45.10%,82.90%,59.60%,57.30%,56.80%,70.50%,78.60%
1510011,Waterbury School District,1512211,Walsh School,5,ELA,56,50,64,55,53,57,32.10%,6.00%,20.30%,12.70%,37.70%,31.60%,63.00%,22.30%,47.20%,42.90%,60.20%,60.00%
1510011,Waterbury School District,1512211,Walsh School,5,Math,56,50,64,55,52,57,28.60%,44.00%,39.10%,21.80%,53.80%,47.40%,44.20%,62.90%,59.90%,47.90%,78.20%,71.10%
1510011,Waterbury School District,1512311,Washington School,4,ELA,42,48,42,43,46,41,21.40%,22.90%,33.30%,23.30%,37.00%,39.00%,49.10%,48.60%,55.30%,53.80%,69.20%,71.40%
1510011,Waterbury School District,1512311,Washington School,4,Math,42,48,42,43,46,41,33.30%,22.90%,21.40%,23.30%,45.70%,46.30%,63.10%,55.40%,59.00%,64.20%,68.90%,79.60%
1510011,Waterbury School District,1512311,Washington School,5,ELA,37,46,50,42,34,43,48.60%,28.30%,28.00%,47.60%,41.20%,44.20%,84.80%,57.80%,61.90%,73.60%,64.20%,68.20%
1510011,Waterbury School District,1512311,Washington School,5,Math,37,46,50,42,33,43,37.80%,43.50%,40.00%,45.20%,39.40%,69.80%,62.60%,68.60%,64.30%,72.50%,56.80%,84.80%
1510011,Waterbury School District,1516011,Waterbury Arts Magnet School,6,ELA,*,*,*,*,104,106,*,*,*,*,27.90%,36.80%,*,*,*,*,46.00%,58.90%
1510011,Waterbury School District,1516011,Waterbury Arts Magnet School,6,Math,*,*,*,*,103,106,*,*,*,*,16.50%,40.60%,*,*,*,*,42.50%,63.60%
1510011,Waterbury School District,1516011,Waterbury Arts Magnet School,7,ELA,*,*,*,*,111,111,*,*,*,*,49.50%,48.60%,*,*,*,*,72.00%,65.20%
1510011,Waterbury School District,1516011,Waterbury Arts Magnet School,7,Math,*,*,*,*,111,110,*,*,*,*,38.70%,30.00%,*,*,*,*,59.00%,45.50%
1510011,Waterbury School District,1516011,Waterbury Arts Magnet School,8,ELA,*,*,*,*,111,112,*,*,*,*,51.40%,42.00%,*,*,*,*,64.30%,57.80%
1510011,Waterbury School District,1516011,Waterbury Arts Magnet School,8,Math,*,*,*,*,111,112,*,*,*,*,25.20%,42.90%,*,*,*,*,35.90%,59.10%
1510011,Waterbury School District,1515011,Waterbury Arts Magnet School (Middle),6,ELA,101,105,106,104,*,*,33.70%,41.90%,34.00%,20.20%,*,*,58.80%,57.70%,53.10%,38.90%,*,*
1510011,Waterbury School District,1515011,Waterbury Arts Magnet School (Middle),6,Math,101,105,106,104,*,*,38.60%,38.10%,28.30%,17.30%,*,*,58.50%,56.90%,48.30%,30.60%,*,*
1510011,Waterbury School District,1515011,Waterbury Arts Magnet School (Middle),7,ELA,104,104,105,106,*,*,29.80%,26.00%,27.60%,43.40%,*,*,46.70%,43.20%,44.00%,63.50%,*,*
1510011,Waterbury School District,1515011,Waterbury Arts Magnet School (Middle),7,Math,104,104,105,106,*,*,29.80%,23.10%,26.70%,34.00%,*,*,47.00%,39.00%,43.40%,56.90%,*,*
1510011,Waterbury School District,1515011,Waterbury Arts Magnet School (Middle),8,ELA,105,108,105,104,*,*,36.20%,35.20%,27.60%,18.30%,*,*,49.90%,52.90%,51.30%,30.20%,*,*
1510011,Waterbury School District,1515011,Waterbury Arts Magnet School (Middle),8,Math,105,108,105,104,*,*,21.00%,20.40%,23.80%,15.40%,*,*,36.60%,34.10%,39.60%,26.40%,*,*
1510011,Waterbury School District,1510811,Wendell L. Cross School,4,ELA,47,54,43,47,57,57,46.80%,31.50%,41.90%,27.70%,49.10%,40.40%,77.00%,62.60%,70.20%,55.00%,74.40%,69.30%
1510011,Waterbury School District,1510811,Wendell L. Cross School,4,Math,47,53,43,47,57,57,31.90%,66.00%,58.10%,48.90%,42.10%,52.60%,69.50%,95.40%,87.20%,79.70%,68.10%,85.00%
1510011,Waterbury School District,1510811,Wendell L. Cross School,5,ELA,35,50,52,47,50,66,28.60%,22.00%,34.60%,19.10%,46.00%,24.20%,44.80%,42.20%,67.70%,42.50%,66.00%,48.90%
1510011,Waterbury School District,1510811,Wendell L. Cross School,5,Math,35,50,52,47,49,66,5.70%,40.00%,32.70%,31.90%,51.00%,42.40%,21.60%,72.40%,44.50%,55.70%,74.20%,66.20%
1510011,Waterbury School District,1510811,Wendell L. Cross School,6,ELA,*,*,*,*,45,50,*,*,*,*,35.60%,10.00%,*,*,*,*,52.80%,29.60%
1510011,Waterbury School District,1510811,Wendell L. Cross School,6,Math,*,*,*,*,45,49,*,*,*,*,20.00%,4.10%,*,*,*,*,31.40%,8.20%
1510011,Waterbury School District,1510811,Wendell L. Cross School,7,ELA,*,*,*,*,*,44,*,*,*,*,*,27.30%,*,*,*,*,*,47.10%
1510011,Waterbury School District,1510811,Wendell L. Cross School,7,Math,*,*,*,*,*,44,*,*,*,*,*,34.10%,*,*,*,*,*,50.50%
1510011,Waterbury School District,1514711,West Side BDLC,6,ELA,*,*,*,*,7,*,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1514711,West Side BDLC,6,Math,*,*,*,*,7,*,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1514711,West Side BDLC,7,ELA,*,*,*,*,*,9,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1514711,West Side BDLC,7,Math,*,*,*,*,*,9,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1514711,West Side BDLC,8,ELA,*,*,6,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1514711,West Side BDLC,8,Math,*,*,6,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1515611,West Side Bilingual,6,ELA,*,*,8,11,12,16,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1515611,West Side Bilingual,6,Math,*,*,8,11,11,16,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1515611,West Side Bilingual,7,ELA,*,*,9,14,7,11,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1515611,West Side Bilingual,7,Math,*,*,9,14,7,11,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1515611,West Side Bilingual,8,ELA,*,*,17,15,13,15,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1515611,West Side Bilingual,8,Math,*,*,17,15,13,15,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1515211,West Side Middle School,6,ELA,285,285,275,304,212,191,23.20%,19.60%,18.20%,30.90%,37.30%,37.20%,43.60%,38.00%,38.00%,51.80%,60.90%,64.70%
1510011,Waterbury School District,1515211,West Side Middle School,6,Math,290,285,275,303,209,189,19.70%,21.10%,22.20%,11.60%,30.10%,35.40%,35.20%,36.90%,37.90%,24.80%,43.60%,53.50%
1510011,Waterbury School District,1515211,West Side Middle School,7,ELA,290,288,282,279,250,224,51.40%,27.10%,22.00%,36.90%,21.20%,26.80%,73.20%,47.60%,40.60%,63.00%,40.70%,46.80%
1510011,Waterbury School District,1515211,West Side Middle School,7,Math,290,288,282,277,235,220,37.90%,28.50%,25.20%,24.20%,31.90%,29.10%,57.40%,42.20%,39.70%,39.00%,51.60%,47.20%
1510011,Waterbury School District,1515211,West Side Middle School,8,ELA,287,281,283,283,218,276,39.00%,22.80%,34.30%,37.10%,31.20%,35.90%,62.70%,41.40%,54.90%,61.90%,50.30%,56.90%
1510011,Waterbury School District,1515211,West Side Middle School,8,Math,289,282,280,283,206,275,37.40%,27.00%,31.10%,27.20%,13.10%,15.30%,54.30%,43.30%,47.40%,43.60%,29.00%,33.60%
1510011,Waterbury School District,1511211,Woodrow Wilson BDLC,4,ELA,*,*,6,9,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1511211,Woodrow Wilson BDLC,4,Math,*,*,6,9,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1511211,Woodrow Wilson BDLC,5,ELA,*,*,*,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1511211,Woodrow Wilson BDLC,5,Math,*,*,*,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1510011,Waterbury School District,1513211,Woodrow Wilson School,4,ELA,44,40,46,42,43,56,52.30%,25.00%,37.00%,35.70%,37.20%,7.10%,79.30%,52.50%,66.80%,65.00%,70.40%,39.90%
1510011,Waterbury School District,1513211,Woodrow Wilson School,4,Math,44,40,46,42,43,56,45.50%,45.00%,45.70%,45.20%,48.80%,21.40%,86.90%,73.70%,77.40%,86.70%,78.70%,55.20%
1510011,Waterbury School District,1513211,Woodrow Wilson School,5,ELA,44,49,40,45,50,48,40.90%,22.40%,20.00%,33.30%,20.00%,18.80%,67.70%,43.30%,55.10%,60.90%,36.70%,43.90%
1510011,Waterbury School District,1513211,Woodrow Wilson School,5,Math,45,49,40,45,50,47,13.30%,26.50%,20.00%,11.10%,34.00%,21.30%,40.00%,55.20%,38.40%,31.30%,53.10%,52.30%
1520011,Waterford School District,1525111,Clark Lane Middle School,6,ELA,193,191,163,207,180,172,47.20%,30.90%,39.30%,41.50%,38.30%,25.00%,69.60%,53.10%,57.60%,60.70%,56.60%,40.10%
1520011,Waterford School District,1525111,Clark Lane Middle School,6,Math,192,191,163,207,179,170,58.90%,40.30%,48.50%,69.10%,41.90%,27.60%,77.60%,64.60%,64.70%,86.80%,67.20%,45.20%
1520011,Waterford School District,1525111,Clark Lane Middle School,7,ELA,213,198,192,167,171,181,44.60%,40.40%,43.20%,53.90%,40.90%,39.20%,61.00%,57.60%,60.90%,69.90%,62.00%,59.50%
1520011,Waterford School District,1525111,Clark Lane Middle School,7,Math,214,198,192,167,169,181,40.20%,37.90%,33.90%,54.50%,59.80%,60.20%,59.00%,55.00%,49.90%,70.90%,78.10%,82.10%
1520011,Waterford School District,1525111,Clark Lane Middle School,8,ELA,219,218,203,188,188,173,34.20%,36.70%,35.50%,51.10%,42.60%,27.20%,51.30%,51.70%,48.70%,68.40%,60.70%,41.60%
1520011,Waterford School District,1525111,Clark Lane Middle School,8,Math,220,219,203,188,186,172,38.20%,43.40%,41.90%,62.20%,49.50%,30.20%,50.90%,59.00%,60.80%,78.20%,71.00%,43.90%
1520011,Waterford School District,1520211,Great Neck Elementary School,4,ELA,38,69,53,*,47,56,55.30%,37.70%,39.60%,39.20%,61.70%,33.90%,78.00%,56.90%,64.10%,64.80%,85.50%,58.10%
1520011,Waterford School District,1520211,Great Neck Elementary School,4,Math,38,69,53,*,47,56,39.50%,24.60%,45.30%,49.00%,57.40%,28.60%,73.80%,50.40%,73.80%,77.20%,84.50%,60.40%
1520011,Waterford School District,1520211,Great Neck Elementary School,5,ELA,60,40,76,51,58,47,60.00%,42.50%,47.40%,56.90%,44.80%,34.00%,76.30%,66.80%,69.30%,73.50%,72.20%,55.80%
1520011,Waterford School District,1520211,Great Neck Elementary School,5,Math,60,40,76,51,58,47,66.70%,55.00%,50.00%,66.70%,65.50%,36.20%,89.30%,78.60%,72.10%,89.40%,85.20%,62.20%
1520011,Waterford School District,1520611,Oswegatchie Elementary School,4,ELA,56,65,68,51,54,43,41.10%,40.00%,38.20%,39.20%,42.60%,25.60%,66.80%,60.20%,61.20%,53.10%,64.40%,41.20%
1520011,Waterford School District,1520611,Oswegatchie Elementary School,4,Math,56,65,68,51,54,43,33.90%,20.00%,42.60%,49.00%,37.00%,25.60%,65.20%,45.80%,70.80%,69.10%,61.30%,53.90%
1520011,Waterford School District,1520611,Oswegatchie Elementary School,5,ELA,63,60,63,67,55,54,41.30%,36.70%,36.50%,38.80%,47.30%,33.30%,60.60%,56.60%,57.10%,57.80%,73.10%,52.30%
1520011,Waterford School District,1520611,Oswegatchie Elementary School,5,Math,63,60,63,67,55,54,38.10%,40.00%,38.10%,46.30%,69.10%,51.90%,63.90%,58.40%,61.40%,65.70%,90.40%,74.70%
1520011,Waterford School District,1520711,Quaker Hill Elementary School,4,ELA,52,53,67,55,54,52,44.20%,15.10%,38.80%,36.40%,50.00%,46.20%,70.70%,44.40%,61.00%,62.00%,71.10%,69.00%
1520011,Waterford School District,1520711,Quaker Hill Elementary School,4,Math,52,53,67,55,53,51,42.30%,22.60%,31.30%,16.40%,54.70%,58.80%,73.70%,43.90%,57.00%,45.30%,83.00%,85.00%
1520011,Waterford School District,1520711,Quaker Hill Elementary School,5,ELA,64,57,57,66,54,57,46.90%,24.60%,57.90%,47.00%,37.00%,35.10%,69.40%,48.20%,75.60%,61.70%,57.70%,52.70%
1520011,Waterford School District,1520711,Quaker Hill Elementary School,5,Math,64,57,57,66,54,57,65.60%,42.10%,57.90%,45.50%,53.70%,17.50%,85.00%,64.00%,77.00%,65.80%,68.50%,36.30%
1520011,Waterford School District,1520911,Waterford Academy,8,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1520011,Waterford School District,1520911,Waterford Academy,8,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1530011,Watertown School District,1530311,Fletcher W. Judson School,4,ELA,99,88,91,97,80,96,52.50%,44.30%,67.00%,35.10%,26.30%,39.60%,80.00%,69.70%,88.50%,56.60%,58.00%,64.50%
1530011,Watertown School District,1530311,Fletcher W. Judson School,4,Math,99,88,91,97,80,96,49.50%,51.10%,52.70%,36.10%,53.80%,43.80%,82.00%,80.20%,79.30%,61.70%,86.60%,74.80%
1530011,Watertown School District,1530311,Fletcher W. Judson School,5,ELA,86,105,93,87,88,80,41.90%,31.40%,49.50%,27.60%,23.90%,22.50%,61.10%,51.40%,69.60%,47.10%,46.70%,45.50%
1530011,Watertown School District,1530311,Fletcher W. Judson School,5,Math,86,105,92,87,87,80,11.60%,17.10%,27.20%,29.90%,28.70%,13.80%,32.30%,44.20%,53.70%,51.10%,44.30%,27.30%
1530011,Watertown School District,1530411,Polk School,4,ELA,102,123,95,93,103,90,37.30%,50.40%,34.70%,52.70%,27.20%,32.20%,66.70%,78.20%,58.20%,74.20%,53.20%,59.10%
1530011,Watertown School District,1530411,Polk School,4,Math,102,123,95,93,103,90,16.70%,26.80%,35.80%,63.40%,53.40%,42.20%,42.50%,65.10%,66.00%,87.10%,78.20%,74.40%
1530011,Watertown School District,1530411,Polk School,5,ELA,117,97,126,100,94,110,39.30%,47.40%,36.50%,42.00%,46.80%,29.10%,65.00%,70.40%,64.20%,66.70%,71.20%,48.60%
1530011,Watertown School District,1530411,Polk School,5,Math,117,97,126,100,94,110,41.00%,71.10%,45.20%,46.00%,50.00%,22.70%,67.50%,89.30%,72.00%,71.10%,78.50%,50.60%
1530011,Watertown School District,1535111,Swift Middle School,6,ELA,219,202,211,223,174,173,53.40%,38.10%,37.40%,27.80%,42.50%,38.20%,74.00%,57.80%,54.40%,48.70%,61.80%,60.70%
1530011,Watertown School District,1535111,Swift Middle School,6,Math,219,202,211,222,174,173,31.10%,42.10%,38.90%,22.50%,42.50%,42.20%,52.40%,65.40%,58.60%,37.20%,62.40%,59.00%
1530011,Watertown School District,1535111,Swift Middle School,7,ELA,202,220,208,219,180,180,52.00%,45.50%,51.00%,47.50%,42.80%,31.10%,70.70%,65.30%,68.70%,64.80%,62.90%,49.70%
1530011,Watertown School District,1535111,Swift Middle School,7,Math,202,220,207,218,180,180,60.40%,59.50%,64.30%,49.50%,75.00%,56.10%,79.80%,77.30%,81.70%,67.30%,92.60%,75.40%
1530011,Watertown School District,1535111,Swift Middle School,8,ELA,213,205,225,199,189,189,39.00%,32.20%,43.10%,37.20%,45.00%,23.80%,59.10%,46.80%,62.50%,52.70%,60.70%,37.60%
1530011,Watertown School District,1535111,Swift Middle School,8,Math,213,202,225,198,185,188,32.40%,42.60%,28.90%,26.80%,47.60%,23.90%,52.40%,56.10%,43.40%,42.30%,65.50%,38.10%
1550011,West Hartford School District,1551611,Aiken School,4,ELA,58,77,59,63,53,71,46.60%,51.90%,57.60%,47.60%,50.90%,52.10%,65.20%,70.30%,76.20%,68.40%,76.10%,72.10%
1550011,West Hartford School District,1551611,Aiken School,4,Math,58,77,59,63,52,71,62.10%,57.10%,49.20%,61.90%,55.80%,45.10%,89.60%,87.90%,84.40%,87.90%,76.80%,73.20%
1550011,West Hartford School District,1551611,Aiken School,5,ELA,69,54,78,62,51,59,46.40%,61.10%,46.20%,41.90%,56.90%,54.20%,73.10%,85.50%,66.30%,63.60%,78.90%,73.90%
1550011,West Hartford School District,1551611,Aiken School,5,Math,69,54,78,62,51,59,49.30%,46.30%,26.90%,43.50%,76.50%,55.90%,68.60%,64.40%,42.90%,61.00%,88.10%,74.40%
1550011,West Hartford School District,1559311,Braeburn Learning Center,4,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1550011,West Hartford School District,1559311,Braeburn Learning Center,4,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1550011,West Hartford School District,1559311,Braeburn Learning Center,5,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1550011,West Hartford School District,1559311,Braeburn Learning Center,5,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
